Team,3rd Att,3rd Md,4th Att,4th Md,Rec 1st,Rec 1st%,Rush 1st,Rush 1st%,Scrm Plys,Year
Cowboys,0,0,0,0,0,0,0,0,898,1989
Browns,0,0,0,0,0,0,0,0,1011,1989
Bengals,0,0,0,0,0,0,0,0,1083,1989
Bears,0,0,0,0,0,0,0,0,1028,1989
Bills,0,0,0,0,0,0,0,0,1045,1989
Falcons,0,0,0,0,0,0,0,0,947,1989
Redskins,0,0,0,0,0,0,0,0,1073,1990
Buccaneers,0,0,0,0,0,0,0,0,911,1990
Seahawks,0,0,0,0,0,0,0,0,945,1990
49ers,0,0,0,0,0,0,0,0,1074,1990
Chargers,0,0,0,0,0,0,0,0,976,1990
Steelers,0,0,0,0,0,0,0,0,897,1990
Cardinals,0,0,0,0,0,0,0,0,934,1990
Eagles,0,0,0,0,0,0,0,0,1069,1990
Jets,0,0,0,0,0,0,0,0,967,1990
Giants,0,0,0,0,0,0,0,0,968,1990
Saints,0,0,0,0,0,0,0,0,931,1990
Patriots,0,0,0,0,0,0,0,0,955,1990
Vikings,0,0,0,0,0,0,0,0,1001,1990
Dolphins,0,0,0,0,0,0,0,0,975,1990
Raiders,0,0,0,0,0,0,0,0,861,1990
Rams,0,0,0,0,0,0,0,0,1013,1990
Chiefs,0,0,0,0,0,0,0,0,975,1990
Colts,0,0,0,0,0,0,0,0,874,1990
Oilers,0,0,0,0,0,0,0,0,1006,1990
Packers,0,0,0,0,0,0,0,0,953,1990
Lions,0,0,0,0,0,0,0,0,870,1990
Broncos,0,0,0,0,0,0,0,0,1035,1990
Cowboys,0,0,0,0,0,0,0,0,911,1990
Browns,0,0,0,0,0,0,0,0,960,1990
Bengals,0,0,0,0,0,0,0,0,943,1990
Bears,0,0,0,0,0,0,0,0,1024,1990
Bills,0,0,0,0,0,0,0,0,931,1990
Falcons,0,0,0,0,0,0,0,0,994,1990
Redskins,220,111,7,4,179,68.6,107,19.8,996,1991
Buccaneers,190,60,14,7,147,58.8,79,21.3,922,1991
Seahawks,193,67,9,2,159,54.8,80,20.3,924,1991
49ers,193,92,8,3,197,60.6,112,25.5,986,1991
Chargers,217,76,25,13,155,57,114,24.6,1010,1991
Steelers,197,62,17,6,158,61,82,20.8,915,1991
Cardinals,204,68,17,4,143,56.3,73,18.7,926,1991
Eagles,223,73,13,8,142,49.8,86,19.3,1004,1991
Jets,214,81,21,12,169,57.3,133,25.4,1059,1991
Giants,202,86,16,7,148,56.7,120,24.6,951,1991
Saints,228,86,10,5,157,53.8,93,19.3,1008,1991
Patriots,213,72,13,6,155,54.6,93,21.5,977,1991
Vikings,197,78,15,6,158,55.6,125,26.9,969,1991
Dolphins,205,84,13,10,205,62.7,91,24,970,1991
Raiders,195,75,12,7,132,60,97,21.7,893,1991
Rams,198,75,19,9,180,62.3,75,19.3,936,1991
Chiefs,205,92,20,12,172,60.6,127,24.4,1021,1991
Colts,208,65,25,10,163,53.4,55,15.5,923,1991
Oilers,195,97,9,3,236,57.4,99,29.9,1022,1991
Packers,207,77,14,8,150,55.1,88,23.1,940,1991
Lions,197,72,6,3,148,58.7,116,25.6,938,1991
Broncos,224,93,14,8,150,61,117,23.1,1012,1991
Cowboys,196,74,14,6,191,62.6,89,20.6,971,1991
Browns,199,74,20,9,163,52.2,82,21.1,934,1991
Bengals,212,78,20,9,162,55.9,96,21.4,993,1991
Bears,221,95,18,7,168,58.7,120,23.9,1025,1991
Bills,191,90,12,4,208,62.7,128,25.3,1056,1991
Falcons,194,69,9,5,162,62.3,82,20,940,1991
Redskins,226,98,13,8,160,58.8,104,21.5,991,1992
Buccaneers,210,78,21,8,165,55.2,100,22.8,994,1992
Seahawks,222,59,17,5,114,49.6,77,19.2,945,1992
49ers,187,87,13,5,192,60.2,135,28,994,1992
Chargers,221,87,13,6,161,57.1,118,24.1,1018,1992
Steelers,211,73,15,6,143,57.4,119,23,989,1992
Cardinals,204,79,24,10,161,54,88,22.3,948,1992
Eagles,208,80,14,7,138,54.1,138,26.7,1009,1992
Jets,207,65,28,11,137,54.6,94,22.2,958,1992
Giants,203,70,13,8,119,51.3,120,26.2,936,1992
Saints,197,75,8,3,155,61.8,92,20.3,895,1992
Patriots,223,72,19,8,130,53.3,71,16.9,928,1992
Vikings,212,94,11,6,157,60.9,115,23.1,995,1992
Dolphins,201,78,16,8,194,58.4,101,24.8,998,1992
Raiders,208,80,13,5,139,59.7,99,22.8,953,1992
Rams,186,69,7,1,174,60.2,83,21.1,914,1992
Chiefs,207,71,14,5,134,58.3,87,19.5,907,1992
Colts,210,75,8,5,174,57,70,18.5,969,1992
Oilers,170,72,9,3,217,58.2,101,28.6,958,1992
Packers,214,91,11,6,171,50.3,101,24,990,1992
Lions,175,60,7,3,133,57.6,83,22,843,1992
Broncos,208,67,11,5,135,52.3,84,20.8,928,1992
Cowboys,208,87,12,8,183,58.3,119,23.8,1014,1992
Browns,196,67,17,9,141,59.2,85,18.8,883,1992
Bengals,205,66,25,14,114,50.2,112,24.7,934,1992
Bears,198,72,16,5,157,59,101,23.7,951,1992
Bills,202,80,10,4,192,65.5,133,24.2,1087,1992
Falcons,190,73,14,5,194,57.7,67,20.8,910,1992
Redskins,213,74,16,5,143,49.8,92,23.2,969,1993
Buccaneers,213,74,12,3,141,53.8,80,19.9,949,1993
Seahawks,224,80,14,6,144,51.4,114,24.1,1019,1993
49ers,186,89,16,10,212,59.9,134,28.9,1022,1993
Chargers,224,89,15,6,171,56.8,120,26.4,1050,1993
Steelers,235,92,16,8,180,60.2,116,23.6,1079,1993
Cardinals,221,102,14,7,173,55.8,107,23.7,1007,1993
Eagles,224,92,16,7,184,56.1,104,22.8,1054,1993
Jets,220,92,21,10,173,58.8,106,20.3,1031,1993
Giants,221,90,11,5,153,59.5,127,22.7,1024,1993
Saints,203,72,11,7,158,57.7,94,22.7,935,1993
Patriots,237,92,27,13,169,58.5,116,23.1,1091,1993
Vikings,212,72,7,4,182,57.8,85,19,1008,1993
Dolphins,218,100,17,8,207,60.5,85,20.3,1030,1993
Raiders,202,74,8,1,168,59.8,95,21.9,978,1993
Rams,202,79,11,5,147,59.5,117,26.1,953,1993
Chiefs,203,82,9,4,180,62.7,94,21.1,970,1993
Colts,209,61,22,9,180,54.2,71,19.5,988,1993
Oilers,211,94,12,3,208,58.3,101,24.7,1066,1993
Packers,218,81,16,9,166,51.6,98,21.9,1006,1993
Lions,211,73,12,5,139,52.7,101,22.1,937,1993
Broncos,225,98,11,2,187,53.4,105,22.4,1060,1993
Cowboys,198,83,12,7,172,54.3,120,24.5,994,1993
Browns,201,66,14,11,152,58,91,21.4,948,1993
Bengals,232,80,26,10,133,48.9,89,21,986,1993
Bears,211,73,14,4,113,49.1,98,20.5,913,1993
Bills,225,98,8,5,176,57.9,117,21.3,1078,1993
Falcons,209,80,18,10,185,55.4,91,23,1008,1993
Redskins,209,75,13,4,166,61.3,79,19.4,974,1994
Buccaneers,199,73,15,6,149,55,104,24.2,951,1994
Seahawks,235,89,19,10,143,56.5,114,23.8,1018,1994
49ers,200,102,18,11,210,58.5,122,24.8,1037,1994
Chargers,223,88,17,10,181,59.3,102,21.2,1033,1994
Steelers,228,89,10,4,148,55.6,138,25.3,1048,1994
Cardinals,228,75,14,5,169,58.9,90,18.8,1052,1994
Eagles,243,101,17,6,168,53.2,103,23.8,1046,1994
Jets,219,76,27,12,164,52.9,90,21.6,983,1994
Giants,220,76,10,5,136,60.2,103,19.6,976,1994
Saints,199,71,16,8,203,55.5,78,20.9,966,1994
Patriots,257,106,35,18,243,60,83,17.4,1199,1994
Vikings,241,99,16,7,215,52.6,92,22,1123,1994
Dolphins,219,101,25,17,220,56.1,109,25.2,1078,1994
Raiders,208,82,12,3,158,56.2,87,20.3,966,1994
Rams,204,80,14,6,163,56,80,20.2,944,1994
Chiefs,238,94,23,12,211,57.7,97,20.9,1098,1994
Colts,198,70,17,12,126,58.1,108,21.8,899,1994
Oilers,224,78,18,9,158,57.7,97,23.3,1036,1994
Packers,225,97,14,6,205,54.7,88,21.1,1059,1994
Lions,188,75,12,5,164,65.6,94,23.2,891,1994
Broncos,231,87,17,7,202,52.1,101,23.4,1112,1994
Cowboys,209,93,7,6,160,56.7,136,24.7,1018,1994
Browns,204,69,12,4,161,60.5,80,17.8,970,1994
Bengals,213,66,22,12,158,54.7,84,20.8,990,1994
Bears,232,97,16,9,165,53.6,88,18.1,1014,1994
Bills,222,96,16,5,181,52.9,107,22.2,1066,1994
Falcons,204,76,9,4,218,58.3,63,19.1,996,1994
Redskins,230,93,17,10,169,63.8,105,22.4,1026,1995
Buccaneers,195,68,13,7,159,59.6,101,25.4,961,1995
Seahawks,217,82,13,9,171,62.6,121,25.4,1033,1995
49ers,223,109,18,11,231,53.5,109,26.3,1092,1995
Chargers,222,95,21,12,185,58.2,108,22.5,1051,1995
Steelers,230,97,20,11,193,55.5,117,23.7,1110,1995
Cardinals,205,71,13,2,184,56.3,65,16.8,1002,1995
Eagles,233,89,17,10,145,51.1,126,24.8,1050,1995
Jets,223,65,22,10,159,48.2,78,21.4,1001,1995
Giants,209,85,14,7,150,57.7,113,23.6,1003,1995
Saints,215,91,11,5,202,57.9,75,19.6,984,1995
Patriots,260,99,39,17,207,59,106,22.4,1187,1995
Vikings,239,114,11,4,223,55.5,91,21,1115,1995
Dolphins,209,96,13,10,225,58.6,98,23.7,1034,1995
Raiders,213,85,14,7,189,59.6,104,22.5,1042,1995
Rams,239,87,26,15,199,54.4,77,19.6,1067,1995
Chiefs,231,82,22,15,164,54.7,113,22.3,1059,1995
Jaguars,205,74,15,6,154,56,100,24.4,962,1995
Colts,205,80,19,12,147,54.4,110,23,961,1995
Oilers,228,99,12,7,157,50,109,22.8,1046,1995
Packers,220,108,8,5,235,63.2,84,20.5,1036,1995
Lions,208,95,13,8,230,63.5,91,23.5,1024,1995
Broncos,207,89,18,8,205,58.6,114,25.9,1060,1995
Cowboys,186,83,13,8,195,60.6,141,28.5,1007,1995
Browns,211,85,21,10,189,58.3,83,20.9,985,1995
Bengals,205,72,19,10,184,55.1,76,20.9,975,1995
Bears,207,88,19,13,201,63.8,116,23.6,1030,1995
Panthers,244,93,9,4,157,59.7,74,16.3,1029,1995
Bills,225,71,13,7,142,50.9,130,25,1059,1995
Falcons,198,80,13,7,216,59.3,85,25.2,983,1995
Redskins,203,77,9,7,174,64.4,106,22.7,960,1996
Buccaneers,225,89,24,9,152,55.5,90,19.1,996,1996
Seahawks,212,64,17,7,147,56.3,94,21.3,974,1996
49ers,216,76,19,12,188,52.5,108,23.8,1046,1996
Chargers,230,78,16,9,168,53.5,80,19.4,1022,1996
Steelers,208,84,10,4,146,59.3,138,26.3,1002,1996
Cardinals,228,95,17,11,214,63.7,70,17.5,1050,1996
Eagles,219,83,15,6,196,59.8,107,21.9,1076,1996
Jets,232,95,22,9,191,56.3,94,23.1,1077,1996
Giants,220,61,20,9,145,60.9,82,16.9,1000,1996
Saints,207,65,19,6,135,45.8,77,19.9,923,1996
Patriots,228,84,34,19,206,55.1,103,24.1,1085,1996
Vikings,240,101,5,3,186,56.2,75,17.2,1030,1996
Dolphins,221,89,19,8,173,57.7,92,20,1000,1996
Raiders,224,91,14,9,172,55.3,98,21.5,1034,1996
Rams,224,84,19,9,141,56.6,93,20.8,986,1996
Chiefs,221,77,17,8,168,57.9,111,22.7,1045,1996
Jaguars,208,87,8,5,208,58.9,90,20.9,1038,1996
Colts,215,81,12,5,172,55.3,89,21.2,1000,1996
Oilers,206,79,11,7,157,57.7,110,23.2,972,1996
Packers,219,97,11,5,197,60.1,118,25.4,1053,1996
Lions,190,73,20,9,180,58.3,105,27,976,1996
Broncos,229,112,11,6,180,55,134,25.5,1092,1996
Cowboys,213,89,8,4,163,53.1,105,22.1,981,1996
Bengals,236,102,12,5,190,60.1,114,23.8,1088,1996
Bears,231,78,28,20,176,55.3,104,22,1046,1996
Panthers,226,84,13,6,160,58.6,93,18.5,1025,1996
Bills,238,83,14,9,149,53.4,128,22.7,1094,1996
Ravens,201,88,10,4,208,62.1,108,26,1024,1996
Falcons,200,79,10,4,202,56.7,67,20.4,971,1996
Redskins,223,94,13,5,192,67.8,86,18.9,1034,1997
Buccaneers,204,79,14,5,134,59.8,88,18.4,915,1997
Seahawks,224,91,16,8,207,57.7,98,24.3,1049,1997
49ers,209,76,8,4,167,60.1,106,20.3,999,1997
Chargers,237,78,21,8,161,55.3,70,17.1,1025,1997
Steelers,219,98,18,11,157,62.1,154,26.9,1058,1997
Cardinals,242,85,22,11,186,58.7,79,20,1075,1997
Eagles,242,90,22,14,203,61.5,105,22.6,1116,1997
Jets,238,91,21,12,173,54.2,97,22.5,1043,1997
Giants,237,74,9,5,124,49.8,113,21.7,1027,1997
Saints,207,54,22,14,127,55.7,78,18.7,925,1997
Patriots,218,88,13,3,173,53.9,71,17.8,960,1997
Vikings,223,88,11,5,177,55.5,96,21.4,1022,1997
Dolphins,217,82,23,13,199,59.9,87,20.2,1028,1997
Raiders,204,65,18,5,170,57.8,74,20.6,947,1997
Rams,223,73,11,4,161,59.4,85,19.2,1013,1997
Chiefs,225,93,16,5,163,58,129,24.4,1054,1997
Jaguars,209,82,12,5,187,59.7,103,22.7,998,1997
Colts,219,83,20,10,171,53.9,109,24.2,1035,1997
Oilers,219,92,14,9,136,61.8,130,24,993,1997
Packers,202,80,5,5,191,61.8,103,22.4,1008,1997
Lions,221,78,18,8,166,54.6,120,26.8,1028,1997
Broncos,217,92,16,7,172,59.9,138,26.5,1068,1997
Cowboys,229,83,13,6,170,54.1,82,19.4,1015,1997
Bengals,214,88,20,10,171,56.6,104,23,1002,1997
Bears,253,91,27,14,188,56,94,19.2,1128,1997
Panthers,225,99,9,3,170,58.8,91,20.6,1019,1997
Bills,212,53,29,11,144,49.1,98,23.2,1014,1997
Ravens,227,82,21,12,176,52.1,99,23.6,1043,1997
Falcons,210,74,13,8,168,61.5,88,19.9,980,1997
Redskins,215,68,15,5,186,61.2,84,20.9,1027,1998
Buccaneers,230,93,14,6,139,59.4,111,21.2,1000,1998
Seahawks,195,54,17,6,144,52.7,92,21.6,940,1998
49ers,211,96,9,4,223,64.3,129,26.3,1100,1998
Chargers,237,78,17,8,146,55.9,95,20.7,1063,1998
Steelers,224,87,15,3,135,49.3,106,21.6,1014,1998
Cardinals,218,76,18,10,179,54.9,98,21.8,1052,1998
Eagles,240,80,23,7,141,50,86,20.1,1017,1998
Jets,224,103,16,9,207,65.1,99,19.8,1057,1998
Giants,229,70,18,8,129,48.7,104,21.9,1016,1998
Saints,215,77,17,6,165,59.4,67,17.9,966,1998
Patriots,237,90,21,10,184,62.4,68,16.9,999,1998
Vikings,208,107,3,3,210,64.2,98,21.8,1008,1998
Dolphins,226,81,12,6,176,55.7,73,15.9,1028,1998
Raiders,225,71,13,6,156,55.3,89,19.8,1035,1998
Rams,222,77,16,9,164,52.2,81,20.5,998,1998
Chiefs,220,70,25,13,153,50.2,103,23.8,1012,1998
Jaguars,220,94,8,4,153,56.9,111,22.8,989,1998
Colts,202,71,10,4,190,58.3,77,20.1,982,1998
Oilers,210,84,11,4,171,56.1,118,25.5,1016,1998
Packers,218,99,13,5,210,58.2,93,20.8,1061,1998
Lions,211,72,20,10,160,58.4,94,21.3,975,1998
Broncos,207,90,10,4,186,64.1,135,25.7,1041,1998
Cowboys,206,76,12,8,154,55.2,125,25.1,992,1998
Bengals,224,76,29,11,148,48.2,92,22.7,979,1998
Bears,215,75,25,11,154,54.2,89,19.6,979,1998
Panthers,216,80,21,10,171,58.6,68,16.8,966,1998
Bills,219,97,8,3,176,65.4,115,21.7,1033,1998
Ravens,207,64,15,6,140,51.5,86,21.1,926,1998
Falcons,199,83,3,1,175,73.8,111,21.5,993,1998
Redskins,203,77,18,9,183,56.5,121,26.1,1031,1999
Buccaneers,230,81,15,7,132,49.3,97,19.3,991,1999
Seahawks,210,68,8,2,179,62.2,65,15.9,971,1999
49ers,206,70,23,8,172,53.1,102,24.4,1012,1999
Chargers,242,89,14,6,171,51.5,69,16.8,1039,1999
Steelers,234,90,24,7,159,52.8,111,22.4,1067,1999
Cardinals,221,72,17,4,150,52.3,77,19.4,999,1999
Eagles,238,74,9,6,123,52.3,76,17.9,947,1999
Jets,226,78,25,11,139,51.1,111,22.8,999,1999
Giants,232,84,19,12,197,56.3,87,20.2,1075,1999
Saints,220,74,22,8,159,55.2,97,21,1055,1999
Patriots,223,79,13,4,184,60.3,72,16.9,1021,1999
Vikings,204,89,11,6,192,60.8,96,22.7,995,1999
Dolphins,236,80,14,8,188,57.1,81,18.2,1071,1999
Raiders,216,85,8,7,196,64.1,110,22.5,1057,1999
Rams,194,91,8,5,207,60.3,102,23.7,994,1999
Chiefs,243,96,11,6,164,55.6,108,20.7,1049,1999
Jaguars,230,92,10,5,194,60.6,116,22.6,1085,1999
Colts,186,73,6,2,200,59.2,89,21.2,979,1999
Titans,217,83,12,7,167,54.9,109,23.7,1011,1999
Packers,209,77,9,2,196,57,87,22.5,1027,1999
Lions,222,81,17,6,179,54.9,67,18.8,978,1999
Broncos,229,84,14,6,168,52.7,107,23,1053,1999
Cowboys,219,77,17,6,139,47.1,129,26.2,1024,1999
Browns,203,59,13,9,134,49.4,64,20.4,865,1999
Bengals,235,93,23,7,161,53.7,111,25.1,1039,1999
Bears,247,91,27,11,203,50.2,82,20.7,1118,1999
Panthers,201,77,20,10,208,60.3,78,21.9,982,1999
Bills,228,93,21,11,173,59.7,117,22.5,1059,1999
Ravens,229,65,11,3,148,54.8,87,20.2,1033,1999
Redskins,213,84,10,4,185,53.9,98,22,1038,2000
Buccaneers,198,66,12,5,144,60.8,111,22.7,961,2000
Seahawks,205,83,14,7,168,54.5,98,24.3,956,2000
49ers,202,84,20,10,211,57.7,98,23.6,1024,2000
Chargers,219,72,14,3,156,50.2,63,17.9,982,2000
Steelers,229,86,10,5,128,59,124,23.5,1009,2000
Cardinals,199,75,27,8,156,49.4,71,20.7,932,2000
Eagles,224,90,11,7,182,55,88,22.2,1017,2000
Jets,233,89,17,11,192,54.5,84,20.1,1075,2000
Giants,229,92,15,7,195,62.7,100,19.7,1064,2000
Saints,227,97,17,10,169,56.7,117,23.2,1041,2000
Patriots,234,82,26,13,172,52.4,80,18.9,1037,2000
Vikings,188,86,13,8,193,62.9,107,25,958,2000
Dolphins,214,75,6,4,122,50.2,104,21,945,2000
Raiders,206,89,8,3,177,62.3,128,24.6,1023,2000
Rams,181,86,13,8,247,65,112,29.2,1014,2000
Chiefs,204,75,13,4,207,60.5,84,21.9,999,2000
Jaguars,235,100,14,5,193,58,109,22.7,1080,2000
Colts,201,94,10,9,213,59.7,111,25.5,1026,2000
Titans,228,97,11,4,167,58.4,107,19.6,1036,2000
Packers,218,85,12,7,197,56.6,88,21.8,1038,2000
Lions,224,72,13,6,143,51.6,101,22.5,1004,2000
Broncos,218,97,17,9,223,63,124,24,1115,2000
Cowboys,195,70,18,10,128,50.2,116,25.1,943,2000
Browns,210,58,19,6,110,39.6,53,15.8,859,2000
Bengals,227,77,25,10,109,52.7,119,24,1001,2000
Bears,222,67,25,11,143,47,89,21.3,993,2000
Panthers,198,78,14,8,201,59.1,63,17.4,998,2000
Bills,247,92,12,9,174,55.8,111,23.4,1080,2000
Ravens,236,95,6,1,156,54.4,116,22.7,1058,2000
Redskins,223,79,13,4,122,51.9,104,21.2,960,2001
Buccaneers,228,80,17,11,189,52.2,84,20.6,1046,2001
Seahawks,213,77,17,8,141,54.7,107,22.8,980,2001
49ers,213,95,17,9,184,57.9,121,23.8,1041,2001
Chargers,221,79,4,3,177,57.3,92,21.1,1010,2001
Steelers,232,106,12,6,150,54.7,148,25.5,1065,2001
Cardinals,196,57,20,10,177,58.2,77,19.3,955,2001
Eagles,220,68,13,9,146,48.7,90,21.8,974,2001
Jets,200,76,12,6,151,55.5,105,23.6,928,2001
Giants,220,78,13,6,189,57.8,93,21.9,1028,2001
Saints,227,89,18,6,184,58.8,87,20.8,1031,2001
Patriots,221,91,17,7,163,53.3,101,21.4,1001,2001
Vikings,210,88,18,8,179,53.4,88,23.4,978,2001
Dolphins,215,89,14,9,154,56,95,20.1,953,2001
Raiders,209,81,13,8,195,53.6,102,22.7,1030,2001
Rams,192,96,11,8,236,62.3,104,25,1007,2001
Chiefs,195,70,16,5,178,59.3,119,26.6,1015,2001
Jaguars,198,70,12,3,181,56.4,85,22.8,969,2001
Colts,205,85,8,5,206,59,110,25.1,1025,2001
Titans,233,98,15,2,179,58.3,87,18.6,1026,2001
Packers,197,72,6,3,187,59.6,72,17.6,942,2001
Lions,222,76,25,12,184,53.6,74,21.1,1026,2001
Broncos,219,83,10,4,174,55.8,106,22,1034,2001
Cowboys,215,71,16,4,110,52.4,114,22.6,952,2001
Browns,210,68,12,6,139,49.8,78,18.7,934,2001
Bengals,243,93,23,6,176,54.7,96,21.8,1071,2001
Bears,225,74,21,10,153,48.6,100,21.1,1020,2001
Panthers,219,67,21,5,144,45.9,68,19.2,965,2001
Bills,217,75,24,12,180,55,75,18.5,1009,2001
Ravens,230,82,13,3,180,56.3,92,19,1080,2001
Redskins,221,88,25,13,165,55,107,24.2,1039,2002
Buccaneers,222,79,9,6,172,49.4,90,21.7,1022,2002
Seahawks,216,93,21,6,208,57.6,104,24.2,1050,2002
49ers,243,127,13,8,182,51.4,141,28.8,1082,2002
Chargers,210,78,12,4,166,51.2,117,25.1,1028,2002
Steelers,223,94,23,14,200,57.1,119,23.2,1097,2002
Cardinals,230,99,13,4,148,50.9,94,22.7,1003,2002
Eagles,231,90,16,8,164,51.6,124,25.4,1073,2002
Jets,188,76,12,4,190,57.8,86,21.5,917,2002
Giants,213,84,14,5,195,57.7,95,19.5,1059,2002
Saints,224,92,13,8,169,58.1,91,21.4,1001,2002
Patriots,220,94,20,9,184,49.2,99,25.1,1031,2002
Vikings,209,92,17,8,191,56.7,139,29.4,1080,2002
Dolphins,199,76,10,3,155,57.2,139,26.2,1010,2002
Raiders,203,92,10,7,226,54.1,113,27.3,1069,2002
Rams,206,81,10,6,219,53.7,76,22.2,1024,2002
Chiefs,185,77,10,6,179,61.3,140,30.3,965,2002
Jaguars,207,71,26,18,156,58.2,105,23.1,959,2002
Colts,227,102,17,13,213,54.3,93,21.4,1048,2002
Texans,229,59,14,5,119,50.6,59,13.9,947,2002
Titans,216,94,16,9,182,59.5,112,21.9,1032,2002
Packers,225,87,13,7,197,54.6,94,20.8,1058,2002
Lions,216,64,20,8,150,54.2,69,19.3,955,2002
Broncos,202,77,23,16,199,55.4,125,27.4,1057,2002
Cowboys,208,50,12,4,129,51.2,87,20.6,948,2002
Browns,222,90,10,8,171,50.6,77,19,993,2002
Bengals,223,87,30,11,186,53.1,105,24.6,1054,2002
Bears,210,71,21,10,156,50.3,79,20.7,969,2002
Panthers,224,64,12,4,133,52.2,82,18.1,960,2002
Bills,212,90,12,7,218,57.8,90,23.2,1054,2002
Redskins,215,73,14,8,156,55.1,95,22.6,991,2003
Buccaneers,220,78,15,8,190,51.5,86,20.4,1036,2003
Seahawks,205,96,7,2,190,59.9,121,26.7,1017,2003
49ers,215,86,19,5,172,57.5,118,23.6,1038,2003
Chargers,197,62,19,10,146,49.2,117,28.1,971,2003
Steelers,227,82,22,11,174,56.9,77,17.3,1020,2003
Cardinals,222,83,22,10,147,48.5,80,19.9,981,2003
Eagles,190,69,7,3,156,55.9,105,25.2,944,2003
Jets,206,82,13,6,181,58,78,19.1,936,2003
Giants,218,73,17,2,184,53.5,90,23.3,1047,2003
Saints,229,106,19,5,177,56.4,100,22.3,1019,2003
Patriots,227,84,14,6,177,55.3,91,19.2,1042,2003
Vikings,219,102,20,8,194,58.3,124,25.2,1055,2003
Dolphins,205,67,10,5,145,56.4,99,20.3,968,2003
Raiders,217,66,25,14,140,50.4,98,23.2,987,2003
Rams,216,92,15,7,211,56,97,23.6,1054,2003
Chiefs,201,84,10,6,201,59.3,120,26.9,1003,2003
Jaguars,216,80,26,13,163,53.8,118,24.5,1024,2003
Colts,217,91,17,11,212,55.6,104,23,1041,2003
Texans,204,63,14,9,127,51.2,86,20.4,896,2003
Titans,211,86,14,6,211,67,84,17.3,1013,2003
Packers,207,85,7,4,166,53.5,127,25,999,2003
Lions,228,80,20,8,152,47.6,69,18.4,975,2003
Broncos,211,82,13,3,162,57.9,133,24.5,1047,2003
Cowboys,241,88,12,4,149,50.7,115,22.3,1062,2003
Browns,202,74,18,6,153,48.9,91,22.1,961,2003
Bengals,228,102,11,5,181,55.9,101,21,1038,2003
Bears,228,77,23,15,143,52.8,104,23.5,1001,2003
Panthers,219,78,11,6,146,54.1,114,21.8,1008,2003
Bills,212,67,25,13,150,51.2,96,22.5,980,2003
Redskins,221,70,11,4,156,54.2,91,19.3,1023,2004
Buccaneers,199,75,6,4,175,51.5,74,18.8,949,2004
Seahawks,210,76,11,6,189,62.2,110,23.5,1034,2004
49ers,222,72,19,14,172,52.9,83,20.1,1026,2004
Chargers,208,97,8,5,160,55.6,131,25,996,2004
Steelers,219,94,12,7,147,64.5,134,21.7,1012,2004
Cardinals,241,84,12,5,152,50.8,86,18.1,1047,2004
Eagles,195,72,4,0,188,56,87,23.1,960,2004
Jets,214,91,8,4,163,57.8,135,25.6,996,2004
Giants,190,56,19,4,143,53.2,105,24.8,951,2004
Saints,210,70,18,9,177,57.3,82,20.2,989,2004
Patriots,206,93,10,4,193,65.9,120,22.9,1035,2004
Vikings,195,102,10,6,225,59.2,98,25.3,985,2004
Dolphins,232,80,16,8,165,53.4,71,18.5,1022,2004
Raiders,200,71,14,7,176,53.3,75,22.9,939,2004
Rams,211,89,19,13,203,54.6,96,25.2,1011,2004
Chiefs,193,91,14,4,228,61.6,138,27.8,1089,2004
Jaguars,217,80,18,10,161,52.8,88,19.7,991,2004
Colts,164,70,7,4,238,67.4,94,22,968,2004
Texans,211,81,21,13,174,60.8,103,21.4,1001,2004
Titans,217,74,27,12,200,56.2,85,20.2,1053,2004
Packers,207,98,14,8,228,59.7,98,22.2,1053,2004
Lions,210,66,16,6,142,49.8,92,22.6,949,2004
Broncos,206,78,14,7,184,60.7,127,23.8,1070,2004
Cowboys,214,78,17,9,171,55.5,101,22.5,1004,2004
Browns,203,59,16,7,125,49.8,94,21.3,921,2004
Bengals,219,88,12,6,172,53.1,93,21.3,1004,2004
Bears,223,56,19,6,121,48.6,84,19.5,967,2004
Panthers,206,83,8,3,192,61.7,85,20.1,991,2004
Bills,215,77,21,10,149,56.9,102,21.1,982,2004
Redskins,230,97,11,6,166,59.7,114,21.7,1037,2005
Buccaneers,221,87,7,4,161,53.1,83,18.2,985,2005
Seahawks,192,76,8,7,192,62.5,142,27.4,1020,2005
49ers,204,49,8,5,96,47.1,70,16.4,865,2005
Chargers,208,88,17,11,191,56.5,116,24.9,1022,2005
Steelers,192,68,12,5,144,63.2,120,21.9,960,2005
Cardinals,239,91,16,5,224,53.5,58,16.1,1075,2005
Eagles,220,72,12,3,182,54,73,20,1027,2005
Jets,204,72,19,8,146,54.5,74,19.3,907,2005
Giants,227,90,13,6,172,58.5,106,22.6,1055,2005
Saints,211,82,12,2,182,59.1,89,21,1017,2005
Patriots,221,93,17,13,204,58,101,23,1031,2005
Vikings,196,64,9,4,169,52.3,83,21.8,945,2005
Dolphins,225,79,15,6,159,54.6,93,20.9,1026,2005
Raiders,214,85,14,7,189,59.8,80,22.2,997,2005
Rams,211,77,21,14,209,53.3,82,21.6,1025,2005
Chiefs,213,91,16,10,182,57.4,138,26.5,1059,2005
Jaguars,225,93,10,4,170,60.1,97,19.3,1021,2005
Colts,187,91,13,8,217,62.5,116,24.9,1000,2005
Texans,219,75,17,8,142,52.6,89,20.4,954,2005
Titans,218,75,31,9,191,53.4,72,18.1,1022,2005
