Team,3rd Att,3rd Md,4th Att,4th Md,Rec 1st,Rec 1st%,Rush 1st,Rush 1st%,Scrm Plys,Year
Packers,221,91,19,9,206,53.8,76,19.1,1051,2005
Lions,224,87,17,7,151,50.8,69,17.1,955,2005
Broncos,210,76,19,14,162,58.1,145,26.8,1030,2005
Cowboys,232,94,13,7,177,59,97,18.6,1071,2005
Browns,203,67,18,7,149,50.2,76,19.2,938,2005
Bengals,196,84,10,3,203,56.1,109,23.7,1018,2005
Bears,215,62,16,7,111,50.7,99,20.3,937,2005
Panthers,218,92,6,2,157,58.4,82,16.8,964,2005
Bills,201,74,16,6,129,48,96,22.4,930,2005
Redskins,211,79,13,6,150,54.7,123,25.1,979,2006
Buccaneers,222,82,16,4,133,44.9,82,20.3,972,2006
Seahawks,224,85,8,2,167,57.2,112,23.1,1045,2006
49ers,209,72,11,6,132,51.4,97,22.1,918,2006
Chargers,213,92,11,6,169,58.9,137,26.2,1016,2006
Steelers,217,93,21,10,201,64.4,100,21.3,1041,2006
Cardinals,212,83,15,10,187,58.1,84,20,999,2006
Eagles,209,88,11,5,189,58.5,106,25.5,988,2006
Jets,226,99,16,5,161,51.4,99,20.2,1013,2006
Giants,203,77,15,7,163,54.2,120,26.4,1003,2006
Saints,234,105,20,12,207,55.6,99,21,1075,2006
Patriots,226,96,20,16,181,55.5,121,24.2,1055,2006
Vikings,233,77,21,15,160,48.2,87,19.7,1025,2006
Dolphins,234,88,14,7,180,52.6,82,20.4,1034,2006
Raiders,212,77,21,7,144,54.8,73,18.5,949,2006
Rams,222,83,18,12,212,57.1,94,22.2,1065,2006
Chiefs,219,89,15,9,184,67.6,105,20.5,1004,2006
Jaguars,217,85,14,7,147,55.3,127,24.8,989,2006
Colts,187,105,4,0,241,66.6,112,25.5,1011,2006
Texans,198,77,13,9,156,47.4,106,24.6,955,2006
Titans,205,67,17,7,133,58.8,105,22.4,945,2006
Packers,240,94,17,7,185,52.9,93,21.6,1085,2006
Lions,190,62,22,9,208,55.9,53,17.4,963,2006
Broncos,211,78,13,7,151,59,106,21.7,973,2006
Cowboys,205,100,19,9,197,63.5,107,22.7,1015,2006
Browns,209,70,15,6,153,48.1,72,19.4,938,2006
Bengals,201,72,9,6,200,61.2,88,20.2,994,2006
Bears,231,85,13,9,161,57.1,103,20.5,1042,2006
Panthers,209,65,9,3,158,48.6,100,23.6,994,2006
Bills,199,63,11,5,132,49.3,82,19.5,898,2006
Redskins,226,92,15,6,192,60.2,103,20.7,1052,2007
Buccaneers,213,82,13,5,162,51.3,98,21.8,975,2007
Seahawks,215,75,14,6,211,56.9,93,21.6,1056,2007
49ers,220,69,17,5,140,51.1,65,18.2,925,2007
Chargers,214,84,10,6,158,56.2,104,21.4,980,2007
Steelers,220,103,13,7,179,63.5,108,21.1,1000,2007
Cardinals,203,75,14,12,210,59,70,17.4,1016,2007
Eagles,229,97,15,9,186,53.1,118,28,1047,2007
Jets,226,85,21,10,173,55.8,92,20.6,1011,2007
Giants,219,91,17,6,167,55.3,119,25.4,1041,2007
Saints,214,99,25,11,232,52.7,94,24,1060,2007
Patriots,191,92,21,15,243,60.3,124,27.5,1058,2007
Vikings,200,69,13,7,139,55.8,131,26.5,964,2007
Dolphins,218,81,22,13,162,50.9,107,27.5,989,2007
Raiders,229,82,24,10,133,51.2,111,21.9,1000,2007
Rams,223,81,20,7,193,58,65,16.1,1026,2007
Chiefs,232,79,18,13,171,51,66,17.2,1001,2007
Jaguars,219,100,33,19,180,62.5,127,24.3,1022,2007
Colts,203,100,10,6,212,59.7,119,26.7,1020,2007
Texans,193,86,15,11,190,54.9,96,23,968,2007
Titans,217,89,11,2,171,59.4,118,21.7,1037,2007
Packers,202,86,11,5,210,54.8,69,17.8,985,2007
Lions,190,62,10,4,203,55.2,73,22.5,965,2007
Broncos,198,80,22,7,187,57.4,96,22.4,976,2007
Cowboys,199,84,14,10,217,63.5,83,19.8,975,2007
Browns,204,86,15,6,192,63,110,25,1004,2007
Bengals,208,96,12,4,213,57.1,81,19.5,1008,2007
Bears,238,81,16,7,168,51.4,74,17.5,1035,2007
Panthers,235,85,14,6,142,49.8,85,18.8,989,2007
Bills,195,65,18,8,141,53.6,91,20.3,919,2007
Ravens,234,90,21,11,175,51.3,96,21.5,1042,2007
Falcons,237,86,19,7,161,47.9,73,19,987,2007
Redskins,216,76,16,10,165,51.9,109,22.8,1026,2008
Buccaneers,229,88,18,10,184,51.8,100,22.2,1045,2008
Seahawks,198,62,12,10,142,54.2,104,24.9,927,2008
49ers,198,75,11,5,176,57,83,20.9,961,2008
Chargers,194,89,11,8,191,61.2,92,21.9,924,2008
Steelers,224,92,12,3,179,59.1,93,20.2,1015,2008
Cardinals,198,83,16,8,231,55.3,72,21.2,998,2008
Eagles,225,93,9,4,204,56.4,94,22,1056,2008
Jets,197,81,16,9,186,53.6,94,22.3,981,2008
Giants,204,88,11,5,176,59.1,130,25.9,1021,2008
Saints,200,97,18,10,232,56.2,103,25.9,1047,2008
Patriots,222,96,22,17,186,54.9,145,28.3,1095,2008
Vikings,218,86,18,9,150,56.2,119,22.9,1014,2008
Dolphins,192,71,15,10,184,55.8,111,24.8,965,2008
Raiders,214,61,21,9,123,55.4,87,19,919,2008
Rams,216,69,23,11,140,47.9,95,22.8,982,2008
Chiefs,214,82,18,7,161,51.9,94,24.8,957,2008
Jaguars,213,87,24,14,183,54.6,107,25.1,1005,2008
Colts,201,101,16,11,220,56,80,21.6,969,2008
Texans,197,83,23,14,210,57.2,106,24.5,1019,2008
Titans,216,78,11,5,143,54,108,21.3,973,2008
Packers,224,99,18,8,182,53.1,99,22.7,1012,2008
Lions,205,59,20,10,143,50.9,70,19.9,913,2008
Broncos,200,95,10,4,223,57.8,103,26.6,1019,2008
Cowboys,212,91,12,7,171,52.1,102,25.4,979,2008
Browns,212,72,14,6,127,53.4,84,20.5,921,2008
Bengals,236,82,14,7,145,47.9,80,19,984,2008
Bears,219,78,14,6,153,50.3,98,22.6,991,2008
Panthers,197,78,8,3,152,61.8,118,23.4,938,2008
Bills,203,81,16,7,167,54,107,24.4,956,2008
Ravens,232,95,11,7,147,56.3,132,22.3,1058,2008
Falcons,219,95,13,6,157,59.2,131,23.4,1011,2008
Redskins,216,86,22,7,191,56.2,72,18.4,970,2009
Buccaneers,218,71,22,9,148,53,80,19.8,961,2009
Seahawks,225,75,19,8,184,49.5,80,20.3,1045,2009
49ers,218,65,21,12,137,43.9,77,20.8,939,2009
Chargers,187,83,10,5,222,65.7,80,18.7,972,2009
Steelers,203,80,12,8,210,59.8,96,22.4,1014,2009
Cardinals,190,69,9,5,215,54.8,77,21.1,985,2009
Eagles,207,75,14,6,182,54.3,87,22.7,975,2009
Jets,232,86,20,15,131,62.4,132,21.7,1030,2009
Giants,210,90,15,9,194,57.4,103,23.3,1017,2009
Saints,197,88,15,6,215,56.9,115,24.6,1032,2009
Patriots,206,90,22,11,222,56.9,114,24.5,1076,2009
Vikings,223,100,12,8,220,58.4,99,21.2,1054,2009
Dolphins,245,120,18,13,188,56.8,129,25.3,1088,2009
Raiders,213,63,21,10,131,51.4,81,19.8,944,2009
Rams,226,73,28,10,159,51,79,19.2,998,2009
Chiefs,227,62,29,14,139,47,91,20.8,1019,2009
Jaguars,226,102,21,12,170,54,114,25.5,1010,2009
Colts,193,95,11,5,241,60,69,18.9,980,2009
Texans,204,82,12,8,231,57.9,93,21.9,1043,2009
Titans,214,89,22,12,154,56.8,115,23,990,2009
Packers,219,103,9,3,201,56.3,102,23.3,1042,2009
Lions,234,84,26,7,168,53.2,82,20,1037,2009
Broncos,215,78,18,7,186,54.5,95,21.6,1032,2009
Cowboys,202,82,11,4,203,58.5,110,25.2,1020,2009
Browns,233,76,15,10,118,53.9,102,20.5,971,2009
Bengals,229,93,14,10,159,55.6,109,21.6,1011,2009
Bears,217,81,18,7,170,50,71,19,971,2009
Panthers,220,82,20,9,152,57.6,123,23.4,1023,2009
Bills,198,51,15,7,126,49.2,81,19.1,911,2009
Ravens,214,89,13,6,187,58.3,115,24.6,1014,2009
Falcons,216,91,23,16,192,57.8,105,23.3,1048,2009
Redskins,208,61,12,6,194,55.6,72,20.5,1002,2010
Buccaneers,211,89,14,10,172,56.2,97,22.5,955,2010
Seahawks,214,76,17,6,159,49.1,81,21,964,2010
49ers,213,68,16,8,149,52.8,85,21.2,945,2010
Chargers,205,92,13,5,236,65.7,94,20.6,1039,2010
Steelers,218,94,5,2,175,58.7,106,22.5,993,2010
Cardinals,209,58,18,7,154,54,67,20.9,931,2010
Eagles,214,85,13,9,189,54.3,116,27.1,1038,2010
Jets,235,93,14,5,171,59.4,118,22.1,1087,2010
Giants,206,74,11,3,192,56.6,112,23.3,1035,2010
Saints,217,106,11,5,236,52.4,94,24.7,1067,2010
Patriots,197,95,14,7,196,59.2,119,26.2,986,2010
Vikings,205,71,17,8,159,52.1,104,23.6,982,2010
Dolphins,230,92,10,3,189,56.4,91,20.4,1040,2010
Raiders,220,75,20,8,159,57,113,22.4,1039,2010
Rams,235,78,15,8,179,50.6,84,19.6,1053,2010
Chiefs,226,83,23,10,167,60.9,129,23.2,1063,2010
Jaguars,203,81,25,16,161,55.3,148,28.9,1019,2010
Colts,204,91,8,5,253,56.2,87,22.1,1088,2010
Texans,192,79,19,9,222,60.8,118,27.9,1029,2010
Titans,204,71,14,8,155,56.8,73,18,907,2010
Packers,205,85,13,5,204,58,88,20.9,1000,2010
Lions,242,97,16,10,199,52,83,20.5,1064,2010
Broncos,207,67,19,6,204,61.1,81,20.4,1018,2010
Cowboys,211,86,22,13,201,53,104,24.3,1035,2010
Browns,202,75,7,5,154,52,87,21.1,927,2010
Bengals,224,87,19,13,206,56.4,85,19.9,1046,2010
Bears,195,64,7,2,163,59.1,76,18.4,936,2010
Panthers,227,69,23,10,125,48.8,78,18.2,962,2010
Bills,211,80,24,11,166,56.1,82,20.4,954,2010
Ravens,210,82,10,4,175,56.8,97,19.9,1018,2010
Falcons,240,112,15,11,200,55.4,111,22.3,1097,2010
Redskins,219,81,13,4,204,59,79,19.8,1032,2011
Buccaneers,206,76,21,8,180,49.3,74,21.4,966,2011
Seahawks,228,77,15,7,153,51.2,89,20,1003,2011
49ers,221,65,14,9,150,54.2,101,20.3,993,2011
Chargers,211,103,11,4,234,63.9,97,22.2,1048,2011
Steelers,196,90,8,3,221,64.8,96,22.1,1015,2011
Cardinals,205,66,15,9,175,57,83,21.3,993,2011
Eagles,205,85,15,7,197,59.7,134,29.8,1036,2011
Jets,213,74,11,4,173,55.8,92,20.8,1030,2011
Giants,206,77,13,4,216,60.2,84,20.4,1028,2011
Saints,208,118,10,3,280,59.3,116,26.9,1117,2011
Patriots,194,89,11,7,262,65.2,107,24.4,1082,2011
Vikings,216,83,18,7,159,55.6,118,26.3,1007,2011
Dolphins,207,69,16,6,166,59.3,89,19,990,2011
Raiders,199,71,13,7,186,59,110,23.6,1015,2011
Rams,228,64,23,8,159,54.5,79,19.3,1013,2011
Chiefs,225,81,17,7,163,54.5,89,18.3,1021,2011
Jaguars,241,81,17,6,122,50.8,103,21.1,1002,2011
Colts,214,74,11,4,170,56.3,69,18.1,951,2011
Texans,224,93,11,3,176,61.1,131,24,1046,2011
Titans,218,80,14,10,185,52.4,71,18.9,984,2011
Packers,189,91,8,4,230,61.2,89,22.5,988,2011
Lions,212,76,14,8,244,57.7,71,19.9,1058,2011
Broncos,214,66,13,3,130,59.9,129,23.6,1017,2011
Cowboys,198,78,10,5,219,58.2,91,22.3,1017,2011
Browns,238,92,18,10,173,54.1,77,18.6,1024,2011
Bengals,219,80,10,4,160,51.9,93,20.4,1015,2011
Bears,203,66,8,2,153,57.1,97,21.3,978,2011
Panthers,185,75,10,6,175,56.1,139,31.2,999,2011
Bills,191,62,22,9,180,50.6,100,25.6,992,2011
Ravens,229,97,7,4,181,57.6,98,21.4,1036,2011
Falcons,224,99,13,4,215,58.9,100,22.1,1073,2011
Redskins,190,68,17,12,171,58.8,144,27.7,994,2012
Buccaneers,212,76,17,7,188,60.5,89,21.4,1008,2012
Seahawks,199,80,18,11,153,59.1,129,24.1,974,2012
49ers,194,68,12,8,172,59.5,128,26,969,2012
Chargers,217,82,11,6,184,54.4,81,19.7,988,2012
Steelers,224,94,13,6,202,57.1,80,19.4,1023,2012
Cardinals,230,58,24,10,168,49.9,58,16.5,1018,2012
Eagles,222,83,24,14,190,51.8,111,26.9,1079,2012
Jets,217,80,14,7,162,59.6,102,20.6,1034,2012
Giants,192,78,10,5,187,57.9,103,25.2,968,2012
Saints,207,91,14,8,267,63.1,64,17.3,1067,2012
Patriots,226,110,12,8,256,63.7,151,28.9,1191,2012
Vikings,210,78,11,7,163,54.3,113,23.3,1001,2012
Dolphins,207,78,15,5,158,53.9,93,21.1,981,2012
Raiders,220,77,16,4,200,53.2,72,19.1,1032,2012
Rams,209,67,24,13,189,56.9,79,19.3,1002,2012
Chiefs,212,70,15,7,144,52.7,118,23.6,1015,2012
Jaguars,216,64,26,8,157,47.9,76,21.2,994,2012
Colts,229,98,8,7,208,61.4,110,25,1109,2012
Texans,221,83,7,4,205,57.9,114,22.4,1090,2012
Titans,217,83,15,5,166,52.2,70,18.5,957,2012
Packers,213,90,13,7,213,57,85,19.6,1042,2012
Lions,228,97,15,6,272,61.1,84,21.5,1160,2012
Broncos,213,96,5,3,232,57.7,112,23.3,1090,2012
Cowboys,212,93,11,8,237,54.6,76,21.4,1049,2012
Browns,218,67,16,7,185,56.4,71,17.9,998,2012
Bengals,217,74,16,11,173,51.6,95,22.1,1016,2012
Bears,219,80,13,5,163,56.8,99,21.1,999,2012
Panthers,204,88,9,3,171,60.2,123,26.6,988,2012
Bills,198,77,8,5,176,57,103,23.3,983,2012
Ravens,217,80,14,6,182,54.5,98,22.1,1042,2012
Falcons,204,92,8,2,246,58.3,70,18.5,1021,2012
Redskins,235,95,20,6,198,55.8,112,24.7,1107,2013
Buccaneers,221,69,22,8,157,54,75,17.9,981,2013
Seahawks,204,76,11,6,160,59.9,116,22.8,973,2013
49ers,211,77,11,7,148,60.7,115,22.8,961,2013
Chargers,206,101,6,5,230,60.8,104,21.4,1060,2013
Steelers,216,82,15,9,207,54.9,81,20.6,1023,2013
Cardinals,210,74,9,5,205,56.5,84,19.9,1037,2013
Eagles,213,83,14,7,197,63.5,133,26.6,1054,2013
Jets,231,90,8,1,154,57.9,105,21.3,1020,2013
Giants,211,69,12,6,176,54.2,77,20.2,988,2013
Saints,221,97,19,9,244,54.7,87,22.3,1079,2013
Patriots,221,83,15,7,225,59.2,110,23.4,1138,2013
Vikings,214,78,19,10,173,53.2,106,25.1,1013,2013
Dolphins,217,76,12,3,205,57.4,61,17.5,1001,2013
Raiders,223,78,12,7,168,56.4,90,20.6,1000,2013
Rams,212,73,18,6,165,54.8,82,19.2,968,2013
Chiefs,213,74,11,4,179,53.8,110,24.9,1029,2013
Jaguars,225,70,30,13,176,50.4,71,18.8,1020,2013
Colts,213,80,10,3,191,54.6,88,21.5,1023,2013
Texans,231,83,17,6,198,53.4,90,21.7,1089,2013
Titans,227,94,17,11,172,52.4,103,22.3,1032,2013
Packers,216,89,13,9,201,54.9,119,25.9,1074,2013
Lions,221,95,14,5,221,59.6,106,23.8,1102,2013
Broncos,205,95,9,8,293,63.6,107,23.2,1156,2013
Cowboys,180,63,6,4,213,56.8,80,23.8,957,2013
Browns,237,83,31,14,200,52.8,77,22.1,1078,2013
Bengals,225,92,21,12,205,56.3,101,21,1097,2013
Bears,197,83,13,8,215,57.6,102,25.2,1013,2013
Panthers,208,91,13,10,169,57.9,122,25.3,999,2013
Bills,244,83,14,4,149,49.8,113,20.7,1116,2013
Ravens,253,92,16,6,189,52.1,68,16.1,1090,2013
Falcons,207,89,14,6,227,51,64,19.9,1024,2013
Redskins,197,62,16,4,186,51.1,88,21.9,1006,2014
Buccaneers,203,76,12,4,162,53.8,72,20.4,936,2014
Seahawks,212,90,11,3,160,55.7,144,27.4,1021,2014
49ers,213,86,18,10,165,56.5,104,22.1,1009,2014
Chargers,215,97,11,5,214,56.3,75,18.8,1009,2014
Steelers,208,93,10,5,243,59.1,98,23.2,1068,2014
Cardinals,224,90,4,3,191,59.7,67,16.9,993,2014
Eagles,237,103,11,7,218,56.8,109,23,1127,2014
Jets,234,91,16,9,154,53.7,112,22.1,1052,2014
Giants,235,101,16,5,218,56.9,83,18.5,1086,2014
Saints,203,98,15,8,258,56.6,101,24.9,1095,2014
Patriots,221,98,13,7,228,58.2,96,21.9,1073,2014
Vikings,211,82,12,6,171,53.1,90,21.8,981,2014
Dolphins,200,80,19,7,226,57.4,99,24.8,1040,2014
Raiders,236,80,15,9,173,47.4,56,16.6,994,2014
Rams,192,68,10,4,189,57.8,79,20,957,2014
Chiefs,201,80,12,5,184,57.5,92,21.9,962,2014
Jaguars,216,69,19,7,154,47.4,86,23.9,988,2014
Colts,217,89,15,6,251,61.2,80,19.3,1105,2014
Texans,235,91,17,10,171,58,108,19.6,1062,2014
Titans,196,59,17,6,159,53.2,75,21.1,919,2014
Packers,197,93,10,4,222,63.6,104,23.9,1001,2014
Lions,223,86,20,10,210,57.5,72,18.2,1045,2014
Broncos,213,94,13,6,227,56.9,98,22.1,1067,2014
Cowboys,201,95,6,3,205,62.5,106,20.9,1014,2014
Browns,207,61,14,5,179,65.3,88,18.4,1010,2014
Bengals,211,84,13,7,164,50.8,122,24.8,1018,2014
Bears,207,78,28,13,194,49,91,25.6,1005,2014
Panthers,222,93,10,6,199,60.9,117,24.7,1060,2014
Bills,229,84,14,6,186,51.2,65,16.2,1020,2014
Ravens,205,84,18,9,194,56.4,113,25.2,1021,2014
Falcons,210,93,16,8,233,55.7,75,20.2,1035,2014
Redskins,216,94,12,7,208,53.9,81,18.9,1011,2015
Buccaneers,202,84,13,7,201,64.4,99,21.8,1017,2015
Seahawks,213,99,9,8,190,57.1,128,25.6,1035,2015
49ers,213,65,19,9,154,47.8,83,21.3,969,2015
Chargers,231,97,15,5,230,52,79,20.1,1100,2015
Steelers,193,75,12,4,207,52.9,91,23.5,1011,2015
Cardinals,198,93,9,4,237,67.1,92,20.4,1041,2015
Eagles,230,91,16,8,193,47.7,110,24.9,1102,2015
Jets,229,93,14,6,210,58,99,22.1,1074,2015
Giants,217,82,16,9,208,53.1,77,19.1,1053,2015
Saints,218,104,16,10,247,53.7,98,24.7,1096,2015
Patriots,215,88,15,9,229,56.7,87,22.7,1050,2015
Vikings,199,76,11,5,153,52,113,23.8,973,2015
Dolphins,205,63,22,8,194,53.2,72,20.9,977,2015
Raiders,220,86,13,5,193,51.7,74,20,1008,2015
Rams,201,52,13,4,126,46.2,92,21.4,920,2015
Chiefs,199,76,9,6,155,50,116,26.6,955,2015
Jaguars,205,72,15,8,215,60.6,69,19.5,1012,2015
Colts,235,94,13,7,195,54.9,77,19.4,1052,2015
Texans,249,96,19,6,210,58.7,90,19.1,1127,2015
Titans,201,64,15,7,195,57,66,17.8,976,2015
Packers,208,70,21,11,173,49.7,100,22.9,1056,2015
Lions,203,75,14,7,236,56.2,71,20.1,1030,2015
Broncos,224,79,14,7,201,54.6,85,20.7,1056,2015
Cowboys,191,66,16,8,175,52.4,94,23,969,2015
Browns,227,95,24,10,192,51.8,81,21.3,1042,2015
Bengals,201,81,12,7,191,57.2,99,21.2,1004,2015
Bears,219,93,10,6,177,53,108,23.1,1025,2015
Panthers,203,86,10,6,197,65.7,136,25.9,1060,2015
Bills,227,86,16,7,155,52.5,122,24,1016,2015
Ravens,226,85,24,12,211,49.5,89,23.2,1083,2015
Falcons,227,107,19,10,230,56.1,95,22.6,1073,2015
Redskins,199,90,14,7,226,55.5,89,23.5,1009,2016
Buccaneers,214,94,9,4,220,62,80,17.7,1066,2016
Seahawks,207,79,11,4,203,55.2,85,21.1,1012,2016
49ers,222,78,19,10,152,53,116,25.3,996,2016
Chargers,200,85,12,6,214,61.3,90,22.6,1014,2016
Steelers,202,83,16,9,210,55.1,97,23.7,1026,2016
Cardinals,214,87,10,5,229,59.8,97,24.3,1086,2016
Eagles,224,85,27,13,192,50.5,114,26,1080,2016
Jets,210,76,19,8,166,53.4,97,23.2,1003,2016
Giants,219,78,19,9,190,50.4,73,18.3,1018,2016
Saints,220,107,15,13,265,56.1,105,26,1105,2016
Patriots,227,104,12,8,203,55.2,109,22.6,1056,2016
Vikings,213,81,18,8,209,50.5,66,17.4,1006,2016
Dolphins,188,69,4,0,167,52.8,90,22.2,912,2016
Raiders,218,83,13,6,198,52.2,98,22.6,1048,2016
Rams,213,67,20,8,151,48.4,68,18.1,960,2016
Chiefs,213,81,14,10,197,54,86,20.9,990,2016
Jaguars,221,78,16,7,207,56.1,75,19.1,1052,2016
Colts,202,87,18,8,220,59.5,93,22.7,1037,2016
Texans,233,87,23,9,173,49.9,102,22.4,1071,2016
Titans,217,100,11,4,175,57,115,24.2,1008,2016
Packers,210,98,17,7,222,55.1,91,24.3,1029,2016
Lions,195,83,10,7,217,55.9,76,21.7,981,2016
Broncos,219,75,17,9,181,53.4,76,18.5,1020,2016
Cowboys,189,80,9,8,191,58.8,142,28.5,1010,2016
Browns,212,77,18,13,181,53.6,83,23.7,983,2016
Bengals,210,82,9,7,204,56,100,22.4,1050,2016
Bears,185,70,14,4,212,61.1,93,24.5,967,2016
Panthers,223,83,17,11,194,63.4,99,21.9,1052,2016
Bills,210,86,15,8,155,54.2,146,29.7,1012,2016
Ravens,233,86,19,8,205,46.7,79,21.5,1079,2016
Falcons,178,75,14,8,239,63.9,108,25.7,995,2016
Redskins,204,66,16,9,191,55,66,16.5,982,2017
Buccaneers,196,85,8,4,243,64.3,76,19.5,1034,2017
Seahawks,212,79,9,5,183,53.8,85,20.8,1007,2017
49ers,234,91,18,8,206,56.9,88,21.6,1058,2017
Chargers,209,84,11,5,220,60.1,84,20,1020,2017
Steelers,209,92,8,3,217,56.5,96,22,1051,2017
Cardinals,233,82,16,7,200,59,66,16.1,1059,2017
Eagles,230,96,26,17,193,56.6,108,22.8,1073,2017
Jets,228,81,13,7,157,48.6,77,18,984,2017
Giants,227,74,21,8,178,47.7,66,16.8,1036,2017
Saints,194,73,15,12,201,52.1,111,25,1000,2017
Patriots,202,82,13,8,232,59.6,107,23.9,1070,2017
Vikings,216,94,7,1,196,54.9,100,20,1055,2017
Dolphins,202,64,24,7,187,50.1,66,18.3,995,2017
Raiders,204,82,24,8,178,51.3,78,21.1,952,2017
Rams,214,88,12,5,185,57.8,97,21.4,1000,2017
Chiefs,199,78,10,3,198,54.5,95,23.5,985,2017
Jaguars,227,85,13,10,193,61.1,101,19.2,1078,2017
Colts,228,87,17,8,148,51.9,94,20.8,994,2017
Texans,209,76,10,5,180,60.2,86,19.2,1027,2017
Titans,202,71,10,5,157,51.3,97,21.9,974,2017
Packers,211,83,28,15,176,50,99,25.6,999,2017
Lions,209,81,9,1,210,56.1,58,16,980,2017
Broncos,241,94,20,7,180,54.2,92,20.1,1075,2017
Cowboys,203,87,19,10,162,52.4,127,26.5,1005,2017
Browns,216,73,23,12,157,50.3,97,25.3,1008,2017
Bengals,199,67,12,5,165,54.3,72,19.1,927,2017
Bears,205,71,18,7,144,49.5,93,22,934,2017
Panthers,222,93,11,5,167,57,121,24.7,1026,2017
Bills,241,101,15,2,149,51.6,105,21.6,1010,2017
Ravens,223,76,16,10,168,46.3,111,24.1,1054,2017
Falcons,197,88,13,4,200,58.3,101,23.5,984,2017
Redskins,206,75,18,10,156,50.2,96,23.2,967,2018
Buccaneers,187,86,13,9,265,65,80,20.6,1055,2018
Seahawks,208,81,14,11,156,55.7,133,24.9,1012,2018
49ers,193,73,10,5,201,60.7,98,23.2,1003,2018
Chargers,177,70,8,7,213,61.2,100,25.1,945,2018
Steelers,198,88,14,9,251,54.7,88,25.5,1058,2018
Cardinals,199,58,16,6,137,48.4,76,21.4,902,2018
Eagles,205,84,23,14,221,52.4,94,23.6,1037,2018
Jets,214,69,22,11,157,52.5,84,20.5,971,2018
Giants,206,76,20,12,208,54.5,71,20.1,984,2018
Saints,184,82,16,13,210,55.1,134,28.5,1010,2018
Patriots,201,82,14,7,206,54.5,131,27.4,1073,2018
Vikings,204,73,21,9,218,51.3,66,18.5,1003,2018
Dolphins,186,56,13,8,153,52.4,75,20.2,878,2018
Raiders,197,73,16,7,197,51.6,86,22.2,995,2018
Rams,191,86,15,6,236,64.1,134,29.2,1060,2018
Chiefs,176,83,15,12,239,62.1,108,27.9,996,2018
Jaguars,230,93,17,8,164,49.8,92,22.1,1005,2018
Colts,214,104,15,7,237,54.9,96,23.5,1070,2018
Texans,208,77,12,8,202,58.6,94,19.9,1040,2018
Titans,205,82,12,7,156,53.2,106,23.3,938,2018
Packers,204,75,20,10,208,53.1,98,29.4,1026,2018
Lions,208,75,18,11,201,53.6,91,22.5,1019,2018
Broncos,207,69,25,15,181,49.3,107,27.2,1015,2018
Cowboys,215,89,21,12,184,51.7,113,25.7,1022,2018
Browns,208,73,21,9,189,53.5,93,22.6,1023,2018
Bengals,187,69,17,9,182,55,92,25.6,938,2018
Bears,200,82,15,9,177,51.5,108,23.1,1013,2018
Panthers,185,77,19,9,212,56.1,117,28.1,1011,2018
Bills,215,68,18,7,137,50.6,108,23.1,1008,2018
Ravens,231,104,22,13,184,55.1,153,28,1135,2018
Falcons,203,92,19,10,238,55.6,84,23.9,1010,2018
Redskins,179,52,14,6,154,51.7,74,20.8,885,2019
Buccaneers,217,90,17,9,244,63.9,81,19.8,1086,2019
Seahawks,200,79,14,7,190,55.7,121,25.2,1046,2019
49ers,200,90,12,7,195,58.9,110,22.1,1012,2019
Chargers,194,86,18,10,220,55.8,90,24.6,997,2019
Steelers,195,67,15,2,147,46.7,75,19,937,2019
Cardinals,197,71,20,13,176,49.6,109,27.5,1000,2019
Eagles,229,104,24,8,215,55,104,22.9,1104,2019
Jets,212,65,19,7,162,50.2,61,15.9,956,2019
Giants,212,79,31,14,187,49.7,89,24.6,1012,2019
Saints,192,81,13,5,230,55,97,24,1011,2019
Patriots,227,87,15,6,197,52.1,110,24.6,1095,2019
Vikings,194,83,15,8,171,53.6,106,22.3,970,2019
Dolphins,207,71,28,13,210,56.6,64,18.3,1022,2019
Raiders,201,88,19,11,194,52.9,104,23.8,989,2019
Rams,208,83,13,3,222,55.9,92,22.9,1055,2019
Chiefs,187,89,10,6,211,55.8,93,24.8,976,2019
Jaguars,220,76,25,12,183,50.3,85,21.9,1020,2019
Colts,207,86,24,14,165,53.7,131,27.8,1016,2019
Texans,193,84,25,13,203,57.2,112,25.8,1017,2019
Titans,185,70,14,4,177,59.6,104,23.4,949,2019
Packers,203,73,14,7,190,53.4,90,21.9,1020,2019
Lions,220,90,13,5,196,57,82,20.1,1021,2019
Broncos,202,64,16,11,162,51.9,77,18.8,954,2019
Cowboys,204,96,16,7,229,59,120,26.7,1069,2019
Browns,196,71,17,7,180,56.6,90,22.9,973,2019
Bengals,222,80,26,13,191,53.7,85,22.1,1049,2019
Bears,216,77,21,7,178,48,85,21.5,1020,2019
Panthers,207,66,24,12,230,60.2,82,21.2,1077,2019
Bills,212,76,18,8,162,54.2,120,25.8,1018,2019
Ravens,187,88,24,17,171,59.2,188,31.5,1064,2019
Falcons,207,87,21,13,258,56.2,84,23.2,1096,2019
