Team,Att,Rush Yds,YPC,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM,Year
Chiefs,521,2082,4,14,13,3,82T,108,20.7,7,1999
Jaguars,514,2091,4.1,20,10,5,52,116,22.6,7,1999
Colts,419,1660,4,15,9,4,72,89,21.2,11,1999
Titans,459,1811,3.9,19,7,1,40,109,23.7,9,1999
Packers,386,1519,3.9,13,8,0,36,87,22.5,8,1999
Lions,356,1245,3.5,8,10,3,51,67,18.8,7,1999
Broncos,465,1864,4,13,13,3,71,107,23,15,1999
Cowboys,493,2051,4.2,16,15,2,63T,129,26.2,11,1999
Browns,313,1150,3.7,9,6,1,40,64,20.4,11,1999
Bengals,442,2051,4.6,11,18,2,50,111,25.1,13,1999
Bears,396,1387,3.5,4,2,1,49T,82,20.7,12,1999
Panthers,356,1525,4.3,12,12,5,67T,78,21.9,8,1999
Bills,519,2040,3.9,12,11,1,52T,117,22.5,10,1999
Ravens,431,1754,4.1,9,9,3,72,87,20.2,2,1999
Redskins,445,1748,3.9,14,8,1,50T,98,22,6,2000
Buccaneers,490,2066,4.2,18,12,2,70T,111,22.7,6,2000
Seahawks,403,1720,4.3,10,8,3,55,98,24.3,18,2000
49ers,416,1801,4.3,15,10,1,42,98,23.6,8,2000
Chargers,351,1062,3,7,3,0,26,63,17.9,16,2000
Steelers,527,2248,4.3,19,16,1,45T,124,23.5,9,2000
Cardinals,343,1278,3.7,6,10,0,29,71,20.7,12,2000
Eagles,397,1882,4.7,13,11,3,85T,88,22.2,9,2000
Jets,418,1471,3.5,11,8,1,55,84,20.1,7,2000
Giants,507,2009,4,16,13,3,78T,100,19.7,8,2000
Saints,505,2068,4.1,14,7,2,40,117,23.2,13,2000
Patriots,424,1390,3.3,9,4,0,35,80,18.9,12,2000
Vikings,428,2129,5,14,16,4,72T,107,25,10,2000
Dolphins,496,1894,3.8,16,10,2,68T,104,21,8,2000
Raiders,520,2470,4.8,23,20,4,80T,128,24.6,8,2000
Rams,383,1843,4.8,26,8,1,49,112,29.2,3,2000
Chiefs,383,1465,3.8,12,8,1,69,84,21.9,7,2000
Jaguars,481,2032,4.2,18,13,2,71,109,22.7,11,2000
Colts,435,1859,4.3,14,9,0,30,111,25.5,7,2000
Titans,547,2084,3.8,14,9,0,35T,107,19.6,12,2000
Packers,404,1643,4.1,13,12,0,39T,88,21.8,8,2000
Lions,448,1747,3.9,15,7,0,34,101,22.5,8,2000
Broncos,516,2311,4.5,21,17,3,80T,124,24,9,2000
Cowboys,463,1953,4.2,15,12,1,52,116,25.1,12,2000
Browns,336,1085,3.2,7,2,1,42,53,15.8,5,2000
Bengals,495,2314,4.7,13,19,6,80T,119,24,12,2000
Bears,417,1736,4.2,6,10,1,52,89,21.3,12,2000
Panthers,363,1186,3.3,7,6,2,43,63,17.4,3,2000
Bills,475,1922,4,11,10,1,59,111,23.4,9,2000
Ravens,511,2199,4.3,9,11,1,45,116,22.7,8,2000
Redskins,490,1948,4,10,9,0,32,104,21.2,19,2001
Buccaneers,407,1371,3.4,17,6,0,39T,84,20.6,3,2001
Seahawks,469,1936,4.1,15,9,5,88T,107,22.8,9,2001
49ers,509,2244,4.4,16,11,1,43T,121,23.8,10,2001
Chargers,435,1695,3.9,13,9,2,67T,92,21.1,10,2001
Steelers,580,2774,4.8,17,25,6,48T,148,25.5,16,2001
Cardinals,400,1449,3.6,10,9,1,42,77,19.3,14,2001
Eagles,412,1778,4.3,6,9,2,48,90,21.8,6,2001
Jets,445,2054,4.6,11,14,2,47,105,23.6,10,2001
Giants,424,1777,4.2,11,14,2,61,93,21.9,19,2001
Saints,419,1712,4.1,8,4,2,54T,87,20.8,16,2001
Patriots,473,1793,3.8,15,10,2,44,101,21.4,12,2001
Vikings,376,1609,4.3,10,7,0,34,88,23.4,11,2001
Dolphins,473,1664,3.5,14,5,1,56T,95,20.1,8,2001
Raiders,450,1654,3.7,14,5,0,38,102,22.7,9,2001
Rams,416,2027,4.9,20,14,6,71T,104,25,11,2001
Chiefs,448,2008,4.5,16,11,1,41,119,26.6,7,2001
Jaguars,372,1600,4.3,11,13,1,54,85,22.8,8,2001
Colts,438,1966,4.5,16,12,2,77T,110,25.1,10,2001
Titans,468,1794,3.8,12,12,2,51,87,18.6,13,2001
Packers,410,1693,4.1,11,13,5,83T,72,17.6,13,2001
Lions,351,1398,4,8,13,0,38,74,21.1,4,2001
Broncos,481,1877,3.9,7,11,2,62T,106,22,8,2001
Cowboys,505,2184,4.3,8,14,5,80,114,22.6,10,2001
Browns,417,1351,3.2,8,6,2,51,78,18.7,10,2001
Bengals,441,1712,3.9,11,13,2,96T,96,21.8,12,2001
Bears,475,1742,3.7,12,10,1,46,100,21.1,6,2001
Panthers,354,1372,3.9,9,4,0,39,68,19.2,11,2001
Bills,406,1686,4.2,9,8,2,68T,75,18.5,7,2001
Ravens,483,1810,3.7,11,11,1,55,92,19,15,2001
Redskins,442,1889,4.3,10,12,0,33,107,24.2,9,2002
Buccaneers,414,1557,3.8,6,9,1,59,90,21.7,6,2002
Seahawks,430,1740,4,17,13,4,58,104,24.2,6,2002
49ers,489,2244,4.6,16,12,1,40,141,28.8,6,2002
Chargers,466,2137,4.6,19,15,2,76,117,25.1,3,2002
Steelers,512,2120,4.1,15,14,2,42,119,23.2,8,2002
Cardinals,414,1823,4.4,10,13,3,58T,94,22.7,14,2002
Eagles,489,2220,4.5,15,16,3,57,124,25.4,11,2002
Jets,400,1618,4,12,8,1,61T,86,21.5,5,2002
Giants,486,1875,3.9,14,13,5,70,95,19.5,14,2002
Saints,426,1764,4.1,16,11,4,62,91,21.4,8,2002
Patriots,395,1508,3.8,9,6,2,45T,99,25.1,8,2002
Vikings,473,2507,5.3,26,18,4,85T,139,29.4,13,2002
Dolphins,530,2502,4.7,24,9,5,63T,139,26.2,13,2002
Raiders,414,1762,4.3,21,11,0,36T,113,27.3,4,2002
Rams,343,1405,4.1,11,9,3,44,76,22.2,7,2002
Chiefs,462,2378,5.1,26,16,1,56,140,30.3,3,2002
Jaguars,455,2089,4.6,19,17,3,63T,105,23.1,5,2002
Colts,434,1561,3.6,12,6,1,49,93,21.4,5,2002
Texans,424,1347,3.2,6,4,0,37,59,13.9,17,2002
Titans,511,1952,3.8,16,6,0,39,112,21.9,4,2002
Packers,451,1933,4.3,12,9,2,43,94,20.8,9,2002
Lions,358,1477,4.1,9,14,2,56,69,19.3,5,2002
Broncos,457,2266,5,21,15,3,59,125,27.4,11,2002
Cowboys,423,1754,4.1,7,9,1,46T,87,20.6,6,2002
Browns,406,1615,4,10,8,2,64T,77,19,5,2002
Bengals,426,1730,4.1,13,7,1,67T,105,24.6,7,2002
Bears,382,1344,3.5,8,6,0,34,79,20.7,12,2002
Panthers,452,1586,3.5,11,7,1,59,82,18.1,9,2002
Bills,388,1596,4.1,17,10,0,34,90,23.2,14,2002
Redskins,421,1653,3.9,8,9,0,38,95,22.6,7,2003
Buccaneers,421,1648,3.9,5,3,2,61,86,20.4,6,2003
Seahawks,453,2009,4.4,17,12,3,55,121,26.7,9,2003
49ers,499,2279,4.6,16,13,2,78T,118,23.6,12,2003
Chargers,417,2146,5.1,16,13,5,73T,117,28.1,9,2003
Steelers,446,1488,3.3,10,5,0,32,77,17.3,8,2003
Cardinals,403,1531,3.8,5,5,0,36,80,19.9,12,2003
Eagles,417,2015,4.8,23,15,3,64T,105,25.2,8,2003
Jets,409,1635,4,8,8,1,56,78,19.1,6,2003
Giants,387,1559,4,6,6,0,27,90,23.3,9,2003
Saints,448,2000,4.5,11,17,3,76T,100,22.3,12,2003
Patriots,473,1607,3.4,9,5,1,42,91,19.2,7,2003
Vikings,493,2343,4.8,15,10,3,61,124,25.2,15,2003
Dolphins,487,1817,3.7,14,9,2,68T,99,20.3,6,2003
Raiders,423,1822,4.3,15,11,3,53,98,23.2,8,2003
Rams,411,1496,3.6,19,7,1,52,97,23.6,5,2003
Chiefs,446,1929,4.3,32,11,0,39,120,26.9,2,2003
Jaguars,481,2073,4.3,13,11,2,62,118,24.5,8,2003
Colts,453,1695,3.7,16,5,1,43,104,23,11,2003
Texans,421,1651,3.9,14,6,1,51,86,20.4,8,2003
Titans,486,1623,3.3,11,6,0,28,84,17.3,8,2003
Packers,507,2558,5,18,20,7,98T,127,25,12,2003
Lions,376,1338,3.6,5,8,0,39,69,18.4,7,2003
Broncos,543,2629,4.8,20,22,8,65T,133,24.5,10,2003
Cowboys,515,1999,3.9,11,6,3,63T,115,22.3,8,2003
Browns,412,1670,4.1,8,7,1,78T,91,22.1,13,2003
Bengals,481,1987,4.1,12,10,4,54,101,21,2,2003
Bears,443,1763,4,13,8,1,67T,104,23.5,10,2003
Panthers,522,2091,4,9,12,1,40,114,21.8,11,2003
Bills,427,1664,3.9,13,6,1,64,96,22.5,14,2003
Redskins,471,1765,3.7,6,8,1,64T,91,19.3,8,2004
Buccaneers,393,1489,3.8,9,5,2,78T,74,18.8,10,2004
Seahawks,468,2095,4.5,17,15,2,44,110,23.5,11,2004
49ers,413,1449,3.5,10,7,1,60,83,20.1,11,2004
Chargers,525,2185,4.2,24,19,4,52,131,25,11,2004
Steelers,618,2464,4,16,10,1,58,134,21.7,6,2004
Cardinals,475,1668,3.5,15,9,1,62,86,18.1,8,2004
Eagles,376,1639,4.4,10,11,3,50,87,23.1,2,2004
Jets,527,2388,4.5,15,10,0,33,135,25.6,6,2004
Giants,424,1904,4.5,18,12,3,72T,105,24.8,9,2004
Saints,406,1606,4,15,10,3,71,82,20.2,12,2004
Patriots,524,2134,4.1,15,9,1,44,120,22.9,7,2004
Vikings,387,1823,4.7,8,8,1,49,98,25.3,9,2004
Dolphins,384,1339,3.5,10,7,1,53,71,18.5,9,2004
Raiders,327,1295,4,10,6,3,60,75,22.9,6,2004
Rams,381,1624,4.3,11,7,3,48,96,25.2,2,2004
Chiefs,496,2289,4.6,31,10,2,46T,138,27.8,7,2004
Jaguars,446,1850,4.1,9,9,2,46,88,19.7,5,2004
Colts,427,1852,4.3,10,7,2,55,94,22,9,2004
Texans,481,1882,3.9,16,7,2,44,103,21.4,9,2004
Titans,420,1871,4.5,12,9,2,52,85,20.2,10,2004
Packers,441,1908,4.3,9,11,2,90T,98,22.2,9,2004
Lions,407,1777,4.4,7,14,2,74,92,22.6,3,2004
Broncos,534,2333,4.4,13,13,3,51T,127,23.8,13,2004
Cowboys,449,1769,3.9,14,10,1,53,101,22.5,10,2004
Browns,441,1657,3.8,6,9,1,46,94,21.3,16,2004
Bengals,437,1839,4.2,14,8,1,52,93,21.3,8,2004
Bears,430,1624,3.8,10,7,2,54,84,19.5,10,2004
Panthers,422,1582,3.7,10,4,2,71,85,20.1,5,2004
Bills,483,1874,3.9,15,16,2,48,102,21.1,10,2004
Redskins,525,2183,4.2,15,10,3,52,114,21.7,10,2005
Buccaneers,457,1826,4,13,12,3,71T,83,18.2,5,2005
Seahawks,519,2457,4.7,29,17,5,88T,142,27.4,7,2005
49ers,428,1689,3.9,9,11,3,73T,70,16.4,8,2005
Chargers,465,2072,4.5,22,11,3,83T,116,24.9,2,2005
Steelers,549,2223,4,21,11,4,80T,120,21.9,10,2005
Cardinals,360,1138,3.2,2,2,0,32,58,16.1,10,2005
Eagles,365,1432,3.9,11,8,2,59T,73,20,14,2005
Jets,384,1328,3.5,10,4,2,49,74,19.3,11,2005
Giants,469,2209,4.7,17,18,7,95T,106,22.6,4,2005
Saints,423,1688,4,8,10,1,42,89,21,6,2005
Patriots,439,1512,3.4,16,5,0,31,101,23,6,2005
Vikings,381,1467,3.9,10,8,1,61T,83,21.8,8,2005
Dolphins,444,1898,4.3,11,10,3,65T,93,20.9,10,2005
Raiders,361,1369,3.8,11,7,0,27,80,22.2,5,2005
Rams,380,1535,4,13,7,2,51,82,21.6,11,2005
Chiefs,520,2382,4.6,26,19,2,49T,138,26.5,9,2005
Jaguars,502,1959,3.9,18,12,2,71T,97,19.3,2,2005
Colts,465,1703,3.7,18,6,0,33,116,24.9,4,2005
Texans,437,1816,4.2,9,5,2,44,89,20.4,6,2005
Titans,397,1525,3.8,8,7,0,38T,72,18.1,8,2005
Packers,398,1352,3.4,11,5,1,64T,76,19.1,10,2005
Lions,404,1471,3.6,10,4,2,77T,69,17.1,4,2005
Broncos,542,2539,4.7,25,17,5,68,145,26.8,6,2005
Cowboys,521,1861,3.6,13,7,2,51,97,18.6,16,2005
Browns,395,1503,3.8,4,8,1,75T,76,19.2,12,2005
Bengals,459,1910,4.2,15,7,0,33,109,23.7,3,2005
Bears,488,2099,4.3,11,19,1,42,99,20.3,9,2005
Panthers,487,1679,3.4,17,6,1,70T,82,16.8,6,2005
Bills,428,1607,3.8,6,8,0,39,96,22.4,8,2005
Redskins,490,2216,4.5,13,13,0,38T,123,25.1,12,2006
Buccaneers,404,1523,3.8,6,6,0,38,82,20.3,10,2006
Seahawks,484,1923,4,8,8,0,37,112,23.1,9,2006
49ers,439,2172,4.9,12,20,6,72,97,22.1,10,2006
Chargers,522,2578,4.9,32,20,9,85T,137,26.2,8,2006
Steelers,469,1992,4.2,16,16,4,76,100,21.3,12,2006
Cardinals,419,1338,3.2,12,0,0,18,84,20,11,2006
Eagles,416,1984,4.8,13,11,1,71T,106,25.5,6,2006
Jets,491,1738,3.5,15,7,0,32,99,20.2,4,2006
Giants,455,2156,4.7,14,13,3,55T,120,26.4,7,2006
Saints,472,1761,3.7,19,6,1,57,99,21,7,2006
Patriots,499,1969,3.9,20,12,2,50,121,24.2,6,2006
Vikings,442,1820,4.1,12,7,2,95T,87,19.7,7,2006
Dolphins,402,1673,4.2,7,9,3,55,82,20.4,8,2006
Raiders,394,1519,3.9,5,4,2,59T,73,18.5,16,2006
Rams,424,1805,4.3,13,10,1,59T,94,22.2,6,2006
Chiefs,513,2143,4.2,17,12,4,47,105,20.5,10,2006
Jaguars,513,2541,5,23,14,4,76,127,24.8,8,2006
Colts,439,1762,4,17,3,1,41,112,25.5,4,2006
Texans,431,1687,3.9,13,7,0,35,106,24.6,9,2006
Titans,469,2214,4.7,15,17,2,70T,105,22.4,11,2006
Packers,431,1663,3.9,9,7,1,70T,93,21.6,6,2006
Lions,304,1129,3.7,9,6,1,52,53,17.4,8,2006
Broncos,488,2152,4.4,12,16,4,72T,106,21.7,12,2006
Cowboys,472,1936,4.1,21,10,1,77T,107,22.7,6,2006
Browns,372,1335,3.6,7,2,0,33,72,19.4,11,2006
Bengals,435,1629,3.7,14,5,0,22T,88,20.2,8,2006
Bears,503,1918,3.8,14,7,0,30T,103,20.5,5,2006
Panthers,423,1659,3.9,7,11,1,43T,100,23.6,7,2006
Bills,420,1552,3.7,9,4,1,57T,82,19.5,12,2006
Redskins,498,1871,3.8,15,6,0,32,103,20.7,15,2007
Buccaneers,449,1872,4.2,15,14,0,31,98,21.8,6,2007
Seahawks,430,1619,3.8,9,10,2,46,93,21.6,7,2007
49ers,357,1477,4.1,8,9,1,43T,65,18.2,11,2007
Chargers,485,2039,4.2,19,16,4,74T,104,21.4,7,2007
Steelers,511,2168,4.2,9,16,1,45,108,21.1,7,2007
Cardinals,402,1440,3.6,9,5,0,27,70,17.4,14,2007
Eagles,421,1974,4.7,12,17,1,40,118,28,3,2007
Jets,446,1701,3.8,6,4,1,49,92,20.6,7,2007
Giants,469,2148,4.6,15,11,4,88T,119,25.4,11,2007
Saints,392,1466,3.7,14,5,0,26,94,24,10,2007
Patriots,451,1849,4.1,17,4,3,59T,124,27.5,2,2007
Vikings,494,2634,5.3,22,21,6,84T,131,26.5,13,2007
Dolphins,389,1569,4,14,9,1,60,107,27.5,8,2007
Raiders,508,2086,4.1,11,13,1,48,111,21.9,13,2007
Rams,404,1527,3.8,5,10,5,54,65,16.1,8,2007
Chiefs,383,1248,3.3,6,5,1,54,66,17.2,2,2007
Jaguars,522,2391,4.6,18,16,6,80T,127,24.3,4,2007
Colts,446,1706,3.8,19,4,0,23,119,26.7,1,2007
Texans,417,1586,3.8,12,7,1,41,96,23,4,2007
Titans,543,2109,3.9,17,11,1,42,118,21.7,12,2007
Packers,388,1597,4.1,13,15,4,66T,69,17.8,7,2007
Lions,324,1288,4,13,8,1,53,73,22.5,13,2007
Broncos,429,1957,4.6,10,18,3,62T,96,22.4,13,2007
Cowboys,419,1746,4.2,14,12,2,54,83,19.8,4,2007
Browns,440,1895,4.3,13,9,2,66T,110,25,7,2007
Bengals,416,1556,3.7,10,5,1,45,81,19.5,6,2007
Bears,423,1330,3.1,8,6,1,43T,74,17.5,13,2007
Panthers,451,1824,4,7,7,1,75,85,18.8,7,2007
Bills,448,1800,4,8,10,2,56T,91,20.3,5,2007
Ravens,446,1797,4,11,7,1,46T,96,21.5,10,2007
Falcons,385,1520,3.9,7,11,2,67T,73,19,5,2007
Redskins,478,2095,4.4,12,17,0,31,109,22.8,5,2008
Buccaneers,451,1837,4.1,13,8,4,68T,100,22.2,6,2008
Seahawks,417,1768,4.2,10,13,2,45,104,24.9,7,2008
49ers,397,1599,4,10,9,1,41T,83,20.9,15,2008
Chargers,421,1726,4.1,13,11,3,45,92,21.9,3,2008
Steelers,460,1690,3.7,16,8,0,34T,93,20.2,4,2008
Cardinals,340,1178,3.5,14,5,0,35,72,21.2,5,2008
Eagles,427,1697,4,15,11,0,39T,94,22,4,2008
Jets,422,2004,4.7,20,11,4,61T,94,22.3,9,2008
Giants,502,2518,5,19,24,3,77,130,25.9,7,2008
Saints,398,1594,4,20,9,2,43,103,25.9,8,2008
Patriots,513,2278,4.4,21,11,2,49T,145,28.3,4,2008
Vikings,519,2338,4.5,15,23,4,67T,119,22.9,13,2008
Dolphins,448,1897,4.2,18,11,4,62T,111,24.8,6,2008
Raiders,459,1987,4.3,9,12,3,67T,87,19,11,2008
Rams,417,1649,4,8,9,1,56T,95,22.8,8,2008
Chiefs,379,1810,4.8,9,15,3,65,94,24.8,11,2008
Jaguars,426,1774,4.2,17,11,2,46T,107,25.1,5,2008
Colts,370,1274,3.4,13,5,0,38,80,21.6,4,2008
Texans,432,1846,4.3,16,13,5,71T,106,24.5,9,2008
Titans,508,2199,4.3,24,15,5,80T,108,21.3,6,2008
Packers,437,1805,4.1,11,10,2,73T,99,22.7,11,2008
Lions,352,1332,3.8,10,9,1,50,70,19.9,8,2008
Broncos,387,1862,4.8,15,8,2,71,103,26.6,8,2008
Cowboys,401,1723,4.3,12,12,1,60T,102,25.4,9,2008
Browns,409,1605,3.9,6,7,1,72T,84,20.5,8,2008
Bengals,420,1520,3.6,6,7,1,46,80,19,10,2008
Bears,434,1673,3.9,15,10,2,50T,98,22.6,4,2008
Panthers,504,2437,4.8,30,24,6,69T,118,23.4,4,2008
Bills,439,1842,4.2,16,9,1,50,107,24.4,7,2008
Ravens,592,2376,4,20,11,4,82T,132,22.3,11,2008
Falcons,560,2443,4.4,23,16,5,70,131,23.4,8,2008
Redskins,391,1510,3.9,8,6,1,78,72,18.4,6,2009
Buccaneers,404,1627,4,5,12,0,35,80,19.8,12,2009
Seahawks,395,1566,4,7,11,1,62T,80,20.3,11,2009
49ers,371,1600,4.3,12,13,4,80T,77,20.8,5,2009
Chargers,427,1423,3.3,17,7,0,36,80,18.7,2,2009
Steelers,428,1793,4.2,10,13,1,60,96,22.4,8,2009
Cardinals,365,1494,4.1,16,7,1,50,77,21.1,12,2009
Eagles,384,1637,4.3,14,7,3,67T,87,22.7,7,2009
Jets,607,2756,4.5,21,19,3,71T,132,21.7,9,2009
Giants,443,1837,4.1,14,8,0,38,103,23.3,12,2009
Saints,468,2106,4.5,21,14,2,55,115,24.6,6,2009
Patriots,466,1921,4.1,19,7,2,55,114,24.5,7,2009
Vikings,467,1918,4.1,19,15,3,64T,99,21.2,8,2009
Dolphins,509,2231,4.4,22,9,3,68T,129,25.3,11,2009
Raiders,410,1701,4.1,7,11,2,60,81,19.8,8,2009
Rams,411,1784,4.3,4,11,3,58,79,19.2,7,2009
Chiefs,438,1929,4.4,8,11,5,76T,91,20.8,14,2009
Jaguars,447,2029,4.5,19,12,3,80T,114,25.5,7,2009
Colts,366,1294,3.5,16,6,1,45,69,18.9,4,2009
Texans,425,1475,3.5,13,4,0,32T,93,21.9,11,2009
Titans,499,2592,5.2,19,24,8,91T,115,23,14,2009
Packers,438,1885,4.3,20,11,2,62T,102,23.3,3,2009
Lions,409,1616,4,9,5,1,64T,82,20,7,2009
Broncos,440,1836,4.2,9,7,1,45T,95,21.6,6,2009
Cowboys,436,2103,4.8,14,14,5,66,110,25.2,6,2009
Browns,498,2087,4.2,10,8,1,71T,102,20.5,6,2009
Bengals,505,2056,4.1,9,17,2,61,109,21.6,8,2009
Bears,373,1492,4,6,7,3,72,71,19,10,2009
Panthers,525,2498,4.8,18,19,6,77,123,23.4,11,2009
Bills,424,1867,4.4,6,12,2,47,81,19.1,6,2009
Ravens,468,2200,4.7,22,16,4,77T,115,24.6,6,2009
Falcons,451,1876,4.2,15,17,2,58T,105,23.3,5,2009
Redskins,351,1461,4.2,9,12,1,54,72,20.5,6,2010
Buccaneers,431,2001,4.6,9,16,5,61,97,22.5,7,2010
Seahawks,385,1424,3.7,13,12,0,39,81,21,3,2010
49ers,401,1657,4.1,10,8,1,64,85,21.2,6,2010
Chargers,457,1810,4,18,13,0,36,94,20.6,13,2010
Steelers,471,1924,4.1,15,16,1,50T,106,22.5,9,2010
Cardinals,320,1388,4.3,9,11,2,80T,67,20.9,7,2010
Eagles,428,2324,5.4,18,19,6,62,116,27.1,7,2010
Jets,534,2374,4.4,14,11,2,53T,118,22.1,11,2010
Giants,480,2200,4.6,17,23,3,73,112,23.3,12,2010
Saints,380,1519,4,9,7,2,55T,94,24.7,7,2010
Patriots,454,1973,4.3,19,9,0,36T,119,26.2,2,2010
Vikings,441,1942,4.4,16,11,2,80T,104,23.6,7,2010
Dolphins,445,1643,3.7,8,5,2,51,91,20.4,12,2010
Raiders,504,2494,4.9,19,27,6,71T,113,22.4,9,2010
Rams,429,1578,3.7,9,9,1,42T,84,19.6,2,2010
Chiefs,556,2627,4.7,13,15,4,80,129,23.2,7,2010
Jaguars,512,2395,4.7,14,14,1,74T,148,28.9,8,2010
Colts,393,1483,3.8,13,7,3,49,87,22.1,5,2010
Texans,423,2042,4.8,20,16,3,74T,118,27.9,5,2010
Titans,406,1727,4.3,13,15,5,76T,73,18,7,2010
Packers,421,1606,3.8,11,3,1,71,88,20.9,4,2010
Lions,404,1613,4,11,9,2,45,83,20.5,6,2010
Broncos,398,1544,3.9,13,6,1,40T,81,20.4,12,2010
Cowboys,428,1786,4.2,10,11,1,60T,104,24.3,5,2010
Browns,413,1646,4,13,7,2,68,87,21.1,13,2010
Bengals,428,1522,3.6,8,3,1,42,85,19.9,11,2010
Bears,414,1616,3.9,10,11,2,68T,76,18.4,1,2010
Panthers,428,1846,4.3,7,14,4,60,78,18.2,16,2010
Bills,401,1720,4.3,6,9,0,39,82,20.4,11,2010
Ravens,487,1831,3.8,11,7,1,50,97,19.9,6,2010
Falcons,497,1891,3.8,14,12,1,55,111,22.3,4,2010
Redskins,400,1614,4,8,10,0,39,79,19.8,4,2011
Buccaneers,346,1458,4.2,9,7,1,54T,74,21.4,8,2011
Seahawks,444,1756,4,15,8,3,48T,89,20,8,2011
49ers,498,2044,4.1,14,16,4,55,101,20.3,5,2011
Chargers,436,1864,4.3,16,13,2,41,97,22.2,8,2011
Steelers,434,1903,4.4,13,9,3,76,96,22.1,5,2011
Cardinals,389,1625,4.2,12,7,2,71,83,21.3,8,2011
Eagles,450,2276,5.1,20,20,3,60,134,29.8,9,2011
Jets,443,1692,3.8,14,7,0,31,92,20.8,8,2011
Giants,411,1427,3.5,17,4,0,37,84,20.4,6,2011
Saints,431,2127,4.9,16,14,0,36,116,26.9,3,2011
Patriots,438,1764,4,18,5,0,33T,107,24.4,3,2011
Vikings,448,2318,5.2,18,19,5,67,118,26.3,7,2011
Dolphins,469,1987,4.2,11,11,1,76T,89,19,13,2011
Raiders,466,2110,4.5,16,21,4,70T,110,23.6,7,2011
Rams,409,1667,4.1,7,7,2,47T,79,19.3,6,2011
Chiefs,487,1893,3.9,5,13,0,34,89,18.3,5,2011
Jaguars,489,1970,4,9,10,3,56,103,21.1,13,2011
Colts,382,1594,4.2,8,7,2,80T,69,18.1,7,2011
Texans,546,2448,4.5,18,13,4,56,131,24,10,2011
Titans,376,1438,3.8,8,14,1,48T,71,18.9,5,2011
Packers,395,1558,3.9,12,8,2,47T,89,22.5,4,2011
Lions,356,1523,4.3,9,8,3,88T,71,19.9,6,2011
Broncos,546,2632,4.8,11,20,1,60T,129,23.6,11,2011
Cowboys,408,1807,4.4,5,11,3,91T,91,22.3,8,2011
Browns,415,1531,3.7,4,7,1,40,77,18.6,10,2011
Bengals,455,1778,3.9,10,6,1,42,93,20.4,7,2011
Bears,456,2015,4.4,10,18,4,46,97,21.3,7,2011
Panthers,445,2408,5.4,26,24,3,74T,139,31.2,3,2011
Bills,391,1921,4.9,12,17,3,80T,100,25.6,10,2011
Ravens,459,1996,4.3,15,13,5,70T,98,21.4,6,2011
Falcons,453,1834,4,14,11,4,81T,100,22.1,4,2011
Redskins,519,2709,5.2,22,16,2,76T,144,27.7,13,2012
Buccaneers,416,1837,4.4,13,12,5,70T,89,21.4,3,2012
Seahawks,536,2579,4.8,16,14,2,77T,129,24.1,7,2012
49ers,492,2491,5.1,17,17,2,50T,128,26,11,2012
Chargers,411,1461,3.6,4,4,1,52,81,19.7,5,2012
Steelers,412,1537,3.7,8,8,0,34,80,19.4,8,2012
Cardinals,352,1204,3.4,10,9,3,52,58,16.5,6,2012
Eagles,413,1874,4.5,10,14,2,65T,111,26.9,18,2012
Jets,494,1896,3.8,12,5,1,61,102,20.6,9,2012
Giants,409,1862,4.6,18,13,2,52T,103,25.2,6,2012
Saints,370,1577,4.3,10,11,3,56T,64,17.3,0,2012
Patriots,523,2184,4.2,25,11,2,47,151,28.9,6,2012
Vikings,486,2634,5.4,16,33,8,82T,113,23.3,9,2012
Dolphins,440,1802,4.1,15,13,2,65T,93,21.1,13,2012
Raiders,376,1420,3.8,4,8,3,64T,72,19.1,4,2012
Rams,410,1714,4.2,5,10,3,53,79,19.3,5,2012
Chiefs,500,2395,4.8,9,13,5,91T,118,23.6,11,2012
Jaguars,358,1369,3.8,5,6,1,59T,76,21.2,8,2012
Colts,440,1671,3.8,11,5,0,26,110,25,5,2012
Texans,508,2123,4.2,19,15,2,81T,114,22.4,5,2012
Titans,378,1687,4.5,10,13,3,94T,70,18.5,6,2012
Packers,433,1702,3.9,9,8,1,41,85,19.6,4,2012
Lions,391,1613,4.1,17,4,1,67,84,21.5,7,2012
Broncos,481,1832,3.8,12,7,0,31,112,23.3,8,2012
Cowboys,355,1265,3.6,8,6,1,48,76,21.4,6,2012
Browns,396,1593,4,12,7,0,35,71,17.9,8,2012
Bengals,430,1745,4.1,11,13,3,48,95,22.1,4,2012
Bears,470,1970,4.2,11,11,2,46T,99,21.1,4,2012
Panthers,462,2088,4.5,21,17,4,72T,123,26.6,8,2012
Bills,442,2217,5,12,15,5,62,103,23.3,7,2012
Ravens,444,1901,4.3,17,10,3,78,98,22.1,4,2012
Falcons,378,1397,3.7,12,7,2,43,70,18.5,4,2012
Redskins,453,2164,4.8,14,16,1,45T,112,24.7,11,2013
Buccaneers,420,1612,3.8,6,9,2,80T,75,17.9,6,2013
Seahawks,509,2188,4.3,14,11,1,43,116,22.8,6,2013
49ers,505,2201,4.4,18,20,3,51,115,22.8,7,2013
Chargers,486,1965,4,9,7,2,51,104,21.4,5,2013
Steelers,394,1383,3.5,9,7,1,43,81,20.6,6,2013
Cardinals,422,1540,3.6,12,10,1,80T,84,19.9,7,2013
Eagles,500,2566,5.1,19,19,5,65T,133,26.6,5,2013
