Team,Att,Rush Yds,YPC,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM,Year
Chiefs,453,2344,5.2,18,16,6,65T,120,26.5,8,2003
Jaguars,442,1406,3.2,12,5,0,29T,84,19,10,2003
Colts,437,1980,4.5,19,13,1,42,117,26.8,10,2003
Texans,533,2370,4.4,15,12,2,64,130,24.4,12,2003
Titans,342,1295,3.8,10,2,1,42,79,23.1,5,2003
Packers,413,1701,4.1,10,7,3,67T,91,22,9,2003
Lions,447,1782,4,14,8,3,65T,105,23.5,12,2003
Broncos,379,1605,4.2,11,11,3,98T,77,20.3,14,2003
Cowboys,413,1425,3.5,7,5,1,64T,68,16.5,7,2003
Browns,457,2113,4.6,14,14,6,82T,100,21.9,4,2003
Bengals,461,2218,4.8,18,15,3,78T,119,25.8,12,2003
Bears,449,1865,4.2,13,13,4,60T,104,23.2,7,2003
Panthers,434,1722,4,10,8,2,43,83,19.1,8,2003
Bills,464,1606,3.5,11,5,1,62T,92,19.8,6,2003
Redskins,419,1304,3.1,7,7,0,26,67,16,5,2004
Buccaneers,480,1973,4.1,8,10,3,64T,101,21,8,2004
Seahawks,452,2031,4.5,17,12,3,53,102,22.6,6,2004
49ers,495,1995,4,22,9,0,29,121,24.4,9,2004
Chargers,355,1307,3.7,15,2,0,26,79,22.3,6,2004
Steelers,357,1299,3.6,8,6,0,35,79,22.1,6,2004
Cardinals,450,2105,4.7,12,15,4,74,101,22.4,14,2004
Eagles,442,1903,4.3,13,9,2,72T,101,22.9,7,2004
Jets,432,1566,3.6,8,7,2,53,87,20.1,8,2004
Giants,498,2157,4.3,13,14,2,50,112,22.5,11,2004
Saints,485,2253,4.6,16,15,5,60,118,24.3,9,2004
Patriots,405,1572,3.9,9,4,0,34,83,20.5,11,2004
Vikings,435,2006,4.6,15,10,1,53,110,25.3,9,2004
Dolphins,539,2302,4.3,12,16,2,62,107,19.9,14,2004
Raiders,537,2012,3.7,21,5,0,34,115,21.4,6,2004
Rams,480,2179,4.5,13,15,4,42T,118,24.6,7,2004
Chiefs,397,1834,4.6,18,13,3,78T,97,24.4,9,2004
Jaguars,438,1777,4.1,7,10,3,47,83,18.9,8,2004
Colts,440,2037,4.6,12,11,3,47,103,23.4,10,2004
Texans,417,1843,4.4,4,10,1,55T,89,21.3,10,2004
Titans,421,1917,4.6,18,15,5,55,99,23.5,6,2004
Packers,409,1878,4.6,12,14,4,54,92,22.5,5,2004
Lions,498,1887,3.8,10,8,2,43,118,23.7,6,2004
Broncos,396,1512,3.8,16,7,1,44,83,21,9,2004
Cowboys,425,1764,4.2,14,6,2,90T,88,20.7,5,2004
Browns,532,2314,4.3,22,13,2,52,141,26.5,7,2004
Bengals,474,2062,4.4,11,9,3,75T,123,25.9,10,2004
Bears,496,2050,4.1,9,15,1,40,109,22,9,2004
Panthers,474,1904,4,19,11,4,71,98,20.7,10,2004
Bills,447,1604,3.6,6,6,1,58,79,17.7,9,2004
Redskins,411,1686,4.1,15,11,6,72T,74,18,15,2005
Buccaneers,438,1515,3.5,10,3,0,31,75,17.1,6,2005
Seahawks,420,1510,3.6,5,6,2,50,78,18.6,9,2005
49ers,486,1832,3.8,19,8,1,40,115,23.7,5,2005
Chargers,386,1349,3.5,14,7,1,46,90,23.3,10,2005
Steelers,402,1376,3.4,10,7,0,36,75,18.7,9,2005
Cardinals,411,1632,4,22,12,2,88T,83,20.2,7,2005
Eagles,506,1883,3.7,15,14,2,67T,91,18,3,2005
Jets,554,2185,3.9,19,9,1,65,136,24.5,6,2005
Giants,428,1656,3.9,12,11,2,62,83,19.4,10,2005
Saints,503,2145,4.3,16,19,2,64,103,20.5,7,2005
Patriots,437,1580,3.6,11,3,1,68,94,21.5,2,2005
Vikings,462,1841,4,14,12,2,71T,96,20.8,8,2005
Dolphins,480,1771,3.7,11,10,2,75T,94,19.6,9,2005
Raiders,507,2049,4,18,7,1,95T,100,19.7,8,2005
Rams,459,2178,4.7,22,14,6,73T,116,25.3,8,2005
Chiefs,383,1570,4.1,11,10,4,65T,84,21.9,14,2005
Jaguars,434,1709,3.9,4,6,1,51,79,18.2,4,2005
Colts,398,1762,4.4,9,11,1,83T,91,22.9,7,2005
Texans,506,2303,4.6,21,10,1,49,123,24.3,7,2005
Titans,449,1894,4.2,12,15,4,52,89,19.8,8,2005
Packers,504,2010,4,10,10,2,43,107,21.2,11,2005
Lions,488,2040,4.2,15,8,1,64T,109,22.3,11,2005
Broncos,344,1363,4,10,6,1,61,82,23.8,7,2005
Cowboys,414,1731,4.2,13,7,1,55,87,21,6,2005
Browns,527,2202,4.2,11,11,2,80T,116,22,8,2005
Bengals,429,1850,4.3,16,9,1,49T,109,25.4,13,2005
Bears,443,1637,3.7,9,8,3,61T,83,18.7,10,2005
Panthers,408,1465,3.6,9,5,2,58,72,17.6,5,2005
Bills,489,2205,4.5,22,15,3,59,146,29.9,5,2005
Redskins,492,2197,4.5,9,11,3,69T,104,21.1,7,2006
Buccaneers,497,1917,3.9,11,13,1,57,108,21.7,10,2006
Seahawks,441,2029,4.6,12,17,5,95T,102,23.1,11,2006
49ers,473,1936,4.1,18,5,2,71T,107,22.6,6,2006
Chargers,386,1613,4.2,13,8,1,51,87,22.5,8,2006
Steelers,408,1412,3.5,9,5,1,72T,72,17.6,7,2006
Cardinals,458,1897,4.1,16,9,2,78T,114,24.9,15,2006
Eagles,489,2182,4.5,12,8,2,70T,126,25.8,10,2006
Jets,453,2084,4.6,14,6,2,57T,111,24.5,4,2006
Giants,458,1830,4,19,8,1,90T,106,23.1,8,2006
Saints,418,2063,4.9,10,14,5,77T,96,23,9,2006
Patriots,388,1507,3.9,11,6,2,74T,67,17.3,8,2006
Vikings,348,985,2.8,9,8,1,59T,53,15.2,7,2006
Dolphins,461,1618,3.5,7,3,1,70T,72,15.6,10,2006
Raiders,542,2144,4,15,10,2,58,107,19.7,8,2006
Rams,477,2327,4.9,21,17,2,51,121,25.4,13,2006
Chiefs,461,1928,4.2,14,9,2,85T,109,23.6,7,2006
Jaguars,420,1460,3.5,14,6,1,40,94,22.4,6,2006
Colts,519,2768,5.3,20,18,4,76,150,28.9,9,2006
Texans,446,1956,4.4,16,11,0,39T,115,25.8,8,2006
Titans,506,2313,4.6,20,16,2,73,121,23.9,5,2006
Packers,441,1825,4.1,12,7,1,72,95,21.5,8,2006
Lions,492,2010,4.1,18,11,2,61T,111,22.6,8,2006
Broncos,447,1813,4.1,13,9,1,41,97,21.7,9,2006
Cowboys,429,1659,3.9,12,5,0,38T,88,20.5,9,2006
Browns,514,2275,4.4,14,16,4,59T,107,20.8,10,2006
Bengals,448,1863,4.2,15,10,2,41,109,24.3,10,2006
Bears,402,1590,4,7,13,3,53,77,19.2,9,2006
Panthers,449,1737,3.9,10,11,1,41T,96,21.4,9,2006
Bills,476,2254,4.7,14,13,2,52,117,24.6,6,2006
Redskins,391,1460,3.7,10,2,0,27,89,22.8,6,2007
Buccaneers,454,1726,3.8,11,7,0,32T,93,20.5,11,2007
Seahawks,422,1644,3.9,16,12,3,53T,78,18.5,9,2007
49ers,504,1896,3.8,9,10,1,84T,94,18.7,2,2007
Chargers,416,1712,4.1,11,9,2,64T,89,21.4,8,2007
Steelers,361,1438,4,6,9,0,38,74,20.5,11,2007
Cardinals,407,1567,3.9,13,8,1,75,90,22.1,9,2007
Eagles,403,1533,3.8,10,7,2,56,80,19.9,4,2007
Jets,517,2156,4.2,14,8,0,32,128,24.8,3,2007
Giants,408,1563,3.8,12,9,1,67T,83,20.3,7,2007
Saints,408,1646,4,7,14,2,43,80,19.6,12,2007
Patriots,360,1572,4.4,7,7,1,49,91,25.3,3,2007
Vikings,379,1185,3.1,7,5,0,30T,67,17.7,15,2007
Dolphins,544,2456,4.5,18,11,4,59T,129,23.7,3,2007
Raiders,486,2334,4.8,24,18,5,62T,121,24.9,10,2007
Rams,445,1844,4.1,16,14,3,46,105,23.6,6,2007
Chiefs,481,2089,4.3,11,14,3,53,104,21.6,6,2007
Jaguars,390,1605,4.1,12,8,2,42,92,23.6,4,2007
Colts,454,1711,3.8,10,4,0,32,111,24.4,10,2007
Texans,417,1825,4.4,15,11,2,76,107,25.7,6,2007
Titans,369,1478,4,11,7,2,62T,80,21.7,8,2007
Packers,424,1647,3.9,6,7,2,55,77,18.2,5,2007
Lions,448,1911,4.3,19,13,2,49,116,25.9,13,2007
Broncos,501,2282,4.6,14,18,2,74T,119,23.8,13,2007
Cowboys,381,1513,4,12,9,2,62T,86,22.6,5,2007
Browns,460,2072,4.5,8,14,0,37,100,21.7,7,2007
Bengals,449,1893,4.2,11,14,5,66T,98,21.8,13,2007
Bears,454,1967,4.3,17,15,5,73T,100,22,15,2007
Panthers,472,1771,3.8,13,9,1,80T,100,21.2,14,2007
Bills,454,1993,4.4,15,10,4,88T,104,22.9,11,2007
Ravens,446,1268,2.8,9,5,0,36,69,15.5,2,2007
Falcons,481,2033,4.2,12,13,2,50T,105,21.8,4,2007
Redskins,398,1526,3.8,12,5,1,44,86,21.6,8,2008
Buccaneers,441,1901,4.3,8,15,4,67T,87,19.7,7,2008
Seahawks,457,1899,4.2,13,12,2,51T,98,21.4,8,2008
49ers,452,1709,3.8,14,8,1,50,104,23,8,2008
Chargers,408,1641,4,11,5,1,49,98,24,3,2008
Steelers,390,1284,3.3,7,4,1,41,73,18.7,3,2008
Cardinals,445,1764,4,13,8,1,41T,117,26.3,10,2008
Eagles,421,1476,3.5,7,9,0,28,79,18.8,8,2008
Jets,407,1518,3.7,10,7,0,35,86,21.1,8,2008
Giants,386,1533,4,14,14,1,67T,78,20.2,5,2008
Saints,445,1885,4.2,14,10,2,46,100,22.5,7,2008
Patriots,415,1722,4.1,8,9,1,62T,78,18.8,3,2008
Vikings,371,1230,3.3,10,5,2,57,72,19.4,11,2008
Dolphins,388,1620,4.2,11,6,0,33,96,24.7,9,2008
Raiders,542,2555,4.7,23,15,4,69T,129,23.8,8,2008
Rams,501,2475,4.9,26,20,3,70,146,29.1,8,2008
Chiefs,509,2543,5,25,21,6,80T,133,26.1,16,2008
Jaguars,428,1709,4,14,12,1,40T,98,22.9,3,2008
Colts,472,1966,4.2,18,11,3,71T,119,25.2,7,2008
Texans,439,1962,4.5,18,9,2,41T,114,26,7,2008
Titans,403,1502,3.7,12,10,2,61T,81,20.1,9,2008
Packers,458,2105,4.6,20,15,4,60T,121,26.4,9,2008
Lions,536,2754,5.1,31,26,5,73T,147,27.4,11,2008
Broncos,469,2337,5,26,20,6,65,122,26,7,2008
Cowboys,402,1706,4.2,11,10,3,82T,85,21.1,12,2008
Browns,541,2431,4.5,16,15,2,60,125,23.1,9,2008
Bengals,490,1921,3.9,15,9,2,51,106,21.6,10,2008
Bears,437,1496,3.4,16,12,4,59,93,21.3,3,2008
Panthers,432,1912,4.4,14,12,2,51,100,23.1,4,2008
Bills,455,1946,4.3,18,15,4,72T,113,24.8,6,2008
Ravens,366,1302,3.6,4,9,1,77,58,15.8,5,2008
Falcons,415,2046,4.9,17,16,3,68T,108,26,6,2008
Redskins,449,1799,4,10,9,3,67T,85,18.9,10,2009
Buccaneers,529,2531,4.8,16,25,2,45,129,24.4,7,2009
Seahawks,428,1776,4.1,17,12,3,80T,80,18.7,7,2009
49ers,426,1552,3.6,12,9,1,41,77,18.1,7,2009
Chargers,422,1884,4.5,10,9,0,36,112,26.5,11,2009
Steelers,372,1438,3.9,7,6,0,37,70,18.8,4,2009
Cardinals,402,1804,4.5,13,11,4,85T,81,20.1,6,2009
Eagles,413,1675,4.1,11,11,2,72,81,19.6,8,2009
Jets,420,1578,3.8,11,10,0,35,87,20.7,6,2009
Giants,423,1773,4.2,21,17,4,66T,103,24.3,6,2009
Saints,435,1955,4.5,19,11,3,68T,111,25.5,3,2009
Patriots,398,1768,4.4,6,10,2,50,80,20.1,9,2009
Vikings,357,1394,3.9,5,6,1,42,63,17.6,8,2009
Dolphins,435,1835,4.2,16,6,1,50,88,20.2,5,2009
Raiders,548,2488,4.5,24,19,6,77T,126,23,12,2009
Rams,500,2201,4.4,24,12,6,62T,127,25.4,7,2009
Chiefs,531,2504,4.7,18,15,4,78,122,23,5,2009
Jaguars,458,1863,4.1,12,8,3,89T,100,21.8,15,2009
Colts,467,2024,4.3,10,9,1,64T,106,22.7,5,2009
Texans,396,1711,4.3,17,14,3,91T,91,23,10,2009
Titans,402,1711,4.3,16,8,4,80T,89,22.1,7,2009
Packers,371,1333,3.6,5,6,1,42,68,18.3,10,2009
Lions,458,2025,4.4,18,18,5,61,95,20.7,9,2009
Broncos,458,2059,4.5,11,17,3,56T,99,21.6,13,2009
Cowboys,365,1448,4,7,9,0,35,74,20.3,7,2009
Browns,506,2314,4.6,15,11,3,64T,120,23.7,9,2009
Bengals,399,1573,3.9,12,5,1,57,95,23.8,6,2009
Bears,467,2022,4.3,14,14,1,62T,105,22.5,10,2009
Panthers,450,1997,4.4,15,10,3,46T,109,24.2,10,2009
Bills,535,2501,4.7,19,18,3,76T,134,25,6,2009
Ravens,435,1492,3.4,8,8,1,58,82,18.9,5,2009
Falcons,433,1711,4,10,7,1,45T,89,20.6,12,2009
Redskins,444,2041,4.6,15,13,4,71,106,23.9,7,2010
Buccaneers,444,2107,4.7,12,14,1,54,118,26.6,7,2010
Seahawks,452,1903,4.2,13,16,3,53,91,20.1,7,2010
49ers,447,1547,3.5,9,9,1,43,86,19.2,4,2010
Chargers,404,1500,3.7,14,7,1,56T,77,19.1,2,2010
Steelers,333,1004,3,5,1,0,24,61,18.3,5,2010
Cardinals,526,2323,4.4,19,19,1,48,123,23.4,10,2010
Eagles,423,1766,4.2,12,9,1,61,91,21.5,7,2010
Jets,408,1454,3.6,11,8,0,32,70,17.2,12,2010
Giants,389,1620,4.2,11,12,3,50T,88,22.6,5,2010
Saints,421,1797,4.3,13,13,3,68,94,22.3,8,2010
Patriots,409,1728,4.2,10,6,0,36,99,24.2,9,2010
Vikings,417,1635,3.9,10,10,3,73,87,20.9,7,2010
Dolphins,447,1601,3.6,8,4,0,30,84,18.8,4,2010
Raiders,474,2138,4.5,14,17,7,76T,98,20.7,6,2010
Rams,404,1810,4.5,7,15,1,80,88,21.8,5,2010
Chiefs,408,1764,4.3,11,10,0,38T,88,21.6,9,2010
Jaguars,416,1945,4.7,19,14,5,70,98,23.6,4,2010
Colts,445,2032,4.6,14,16,3,62,111,24.9,7,2010
Texans,433,1751,4,16,6,1,42,113,26.1,5,2010
Titans,474,1851,3.9,7,11,0,37,107,22.6,11,2010
Packers,395,1838,4.7,6,10,1,40,82,20.8,6,2010
Lions,443,1999,4.5,18,11,3,80T,98,22.1,8,2010
Broncos,531,2473,4.7,26,22,5,71T,126,23.7,13,2010
Cowboys,402,1734,4.3,11,12,2,56,84,20.9,9,2010
Browns,505,2070,4.1,7,10,1,55,102,20.2,4,2010
Bengals,416,1843,4.4,15,17,3,61,97,23.3,8,2010
Bears,386,1441,3.7,14,13,1,45,88,22.8,15,2010
Panthers,503,1981,3.9,20,11,3,68T,121,24.1,9,2010
Bills,571,2714,4.8,18,16,2,43T,138,24.2,10,2010
Ravens,384,1503,3.9,5,6,2,48,79,20.6,10,2010
Falcons,366,1694,4.6,9,10,5,80T,87,23.8,8,2010
Redskins,438,1884,4.3,15,14,3,67,95,21.7,5,2011
Buccaneers,498,2497,5,26,28,3,81T,135,27.1,10,2011
Seahawks,473,1797,3.8,10,8,0,39,96,20.3,4,2011
49ers,353,1236,3.5,3,4,0,34,53,15,10,2011
Chargers,448,1955,4.4,8,15,2,46,102,22.8,3,2011
Steelers,399,1597,4,7,9,1,42T,82,20.6,2,2011
Cardinals,475,1986,4.2,15,11,1,48T,118,24.8,3,2011
Eagles,414,1801,4.4,11,11,4,61,84,20.3,5,2011
Jets,451,1777,3.9,17,11,1,70T,83,18.4,10,2011
Giants,435,1940,4.5,15,11,3,80T,103,23.7,10,2011
Saints,351,1738,5,11,14,4,69T,92,26.2,7,2011
Patriots,405,1874,4.6,13,10,1,41,101,24.9,10,2011
Vikings,439,1712,3.9,10,10,0,28,92,21,5,2011
Dolphins,412,1530,3.7,8,5,0,24T,88,21.4,9,2011
Raiders,430,2178,5.1,15,24,5,60T,105,24.4,3,2011
Rams,510,2433,4.8,17,14,7,91T,122,23.9,12,2011
Chiefs,508,2112,4.2,14,10,0,35,96,18.9,8,2011
Jaguars,435,1667,3.8,14,8,3,68,73,16.8,7,2011
Colts,540,2303,4.3,19,11,1,56,136,25.2,5,2011
Texans,378,1536,4.1,8,10,1,42,73,19.3,8,2011
Titans,461,2053,4.5,10,15,3,80T,111,24.1,9,2011
Packers,383,1789,4.7,10,9,2,54T,96,25.1,6,2011
Lions,410,2050,5,10,16,6,65T,91,22.2,5,2011
Broncos,488,2021,4.1,11,14,1,47,101,20.7,5,2011
Cowboys,385,1585,4.1,10,7,1,40,78,20.3,6,2011
Browns,534,2359,4.4,12,16,1,67,124,23.2,6,2011
Bengals,425,1675,3.9,14,10,4,70T,94,22.1,8,2011
Bears,384,1542,4,10,10,3,88T,75,19.5,9,2011
Panthers,451,2093,4.6,18,15,4,46,110,24.4,10,2011
Bills,467,2224,4.8,19,18,3,76T,120,25.7,9,2011
Ravens,419,1482,3.5,10,4,0,25T,79,18.9,10,2011
Falcons,372,1552,4.2,10,6,2,74T,87,23.4,5,2011
Redskins,363,1532,4.2,11,9,2,53,89,24.5,7,2012
Buccaneers,377,1320,3.5,13,8,1,64T,75,19.9,3,2012
Seahawks,368,1649,4.5,8,10,1,74,80,21.7,8,2012
49ers,407,1507,3.7,7,9,0,35,72,17.7,5,2012
Chargers,406,1542,3.8,10,6,1,41,85,20.9,9,2012
Steelers,391,1450,3.7,9,6,1,64T,78,19.9,6,2012
Cardinals,506,2192,4.3,12,14,1,46,107,21.1,5,2012
Eagles,479,2021,4.2,11,13,2,43,108,22.5,7,2012
Jets,495,2138,4.3,17,12,5,94T,96,19.4,7,2012
Giants,449,2066,4.6,9,10,3,78,104,23.2,8,2012
Saints,457,2361,5.2,18,19,7,91T,116,25.4,6,2012
Patriots,415,1630,3.9,10,5,0,31,100,24.1,19,2012
Vikings,427,1692,4,10,6,2,76T,82,19.2,8,2012
Dolphins,431,1734,4,10,11,3,62,79,18.3,3,2012
Raiders,444,1897,4.3,18,13,5,70T,95,21.4,3,2012
Rams,442,1880,4.3,18,12,4,82T,107,24.2,4,2012
Chiefs,482,2171,4.5,11,19,2,47,106,22,7,2012
Jaguars,545,2256,4.1,19,9,4,53,133,24.4,4,2012
Colts,428,2200,5.1,14,21,7,86T,102,23.8,4,2012
Texans,390,1560,4,5,13,0,29,94,24.1,10,2012
Titans,483,2035,4.2,16,6,1,46,122,25.3,6,2012
Packers,418,1896,4.5,12,13,2,82T,83,19.9,3,2012
Lions,420,1889,4.5,13,12,3,81T,107,25.5,4,2012
Broncos,404,1458,3.6,5,5,0,36,73,18.1,6,2012
Cowboys,441,2003,4.5,17,15,1,43,92,20.9,4,2012
Browns,457,1898,4.2,14,9,2,80T,104,22.8,9,2012
Bengals,423,1715,4.1,13,8,0,32T,99,23.4,8,2012
Bears,388,1627,4.2,6,10,2,80T,75,19.3,12,2012
Panthers,416,1761,4.2,11,9,2,65T,98,23.6,7,2012
Bills,470,2333,5,23,19,2,83T,136,28.9,11,2012
Ravens,492,1965,4,15,8,0,31T,105,21.3,11,2012
Falcons,411,1971,4.8,16,16,8,72T,99,24.1,8,2012
Redskins,443,1769,4,23,11,3,50T,102,23,8,2013
Buccaneers,438,1762,4,10,11,3,56,95,21.7,6,2013
Seahawks,422,1626,3.9,4,6,1,51,83,19.7,7,2013
49ers,397,1535,3.9,11,5,0,30,77,19.4,6,2013
Chargers,376,1725,4.6,14,6,1,46,98,26.1,4,2013
Steelers,433,1849,4.3,18,7,5,93T,106,24.5,7,2013
Cardinals,370,1351,3.7,5,10,1,56,68,18.4,6,2013
Eagles,443,1668,3.8,12,7,0,35,100,22.6,15,2013
Jets,421,1412,3.4,9,6,2,63T,68,16.2,5,2013
Giants,454,1743,3.8,12,7,0,34,101,22.2,6,2013
Saints,387,1786,4.6,11,15,4,52,82,21.2,3,2013
Patriots,481,2145,4.5,11,10,0,34,110,22.9,6,2013
Vikings,443,1767,4,14,14,1,41,101,22.8,7,2013
Dolphins,484,1998,4.1,14,8,1,51,114,23.6,5,2013
Raiders,442,1727,3.9,15,5,1,45,100,22.6,6,2013
Rams,440,1646,3.7,18,12,1,41,87,19.8,8,2013
Chiefs,428,1923,4.5,9,15,6,61,88,20.6,4,2013
Jaguars,507,2108,4.2,20,14,2,50,121,23.9,10,2013
Colts,448,2002,4.5,14,12,1,56,101,22.5,8,2013
Texans,454,1958,4.3,11,15,4,80T,88,19.4,7,2013
Titans,446,1795,4,21,9,1,60,108,24.2,9,2013
Packers,432,2000,4.6,16,16,1,41,116,26.9,3,2013
Lions,377,1596,4.2,10,14,7,78T,62,16.4,10,2013
Broncos,420,1626,3.9,15,13,0,35,90,21.4,9,2013
Cowboys,437,2056,4.7,17,8,3,60,122,27.9,4,2013
Browns,462,1781,3.9,13,8,2,54T,103,22.3,4,2013
Bengals,385,1544,4,6,6,3,51,72,18.7,4,2013
Bears,483,2583,5.3,22,18,5,65T,147,30.4,11,2013
Panthers,352,1391,4,4,8,1,46,70,19.9,5,2013
Bills,471,2063,4.4,10,19,2,80T,98,20.8,7,2013
Ravens,440,1687,3.8,7,5,2,43,79,18,6,2013
Falcons,455,2173,4.8,14,14,6,80T,102,22.4,5,2013
Redskins,421,1722,4.1,11,9,3,65T,77,18.3,12,2014
Buccaneers,468,1819,3.9,15,10,3,57,103,22,8,2014
Seahawks,380,1304,3.4,8,7,1,47,70,18.4,10,2014
49ers,402,1612,4,7,10,0,37T,83,20.6,4,2014
Chargers,438,1986,4.5,11,12,3,90T,98,22.4,10,2014
Steelers,368,1605,4.4,9,11,1,41,88,23.9,9,2014
Cardinals,396,1739,4.4,9,13,5,79T,77,19.4,4,2014
Eagles,473,1771,3.7,14,9,0,37,88,18.6,10,2014
Jets,393,1489,3.8,10,7,2,97T,74,18.8,5,2014
Giants,438,2162,4.9,15,17,2,46,112,25.6,10,2014
Saints,442,2125,4.8,17,19,3,69T,111,25.1,5,2014
Patriots,419,1669,4,6,2,1,48,88,21,6,2014
Vikings,450,1943,4.3,10,6,2,53,100,22.2,3,2014
Dolphins,453,1937,4.3,13,16,4,47,99,21.9,7,2014
Raiders,481,1911,4,17,8,3,89T,95,19.8,7,2014
Rams,425,1765,4.2,12,13,4,67T,83,19.5,13,2014
Chiefs,433,2036,4.7,4,8,1,90T,108,24.9,4,2014
Jaguars,499,2033,4.1,15,16,4,60T,107,21.4,4,2014
Colts,423,1814,4.3,14,11,1,52,103,24.3,9,2014
Texans,420,1681,4,6,11,1,41,89,21.2,8,2014
Titans,515,2195,4.3,17,9,4,62T,119,23.1,2,2014
Packers,449,1919,4.3,11,6,1,40,116,25.8,11,2014
Lions,350,1109,3.2,8,7,0,35T,59,16.9,6,2014
Broncos,349,1276,3.7,9,7,1,85T,60,17.2,3,2014
Cowboys,392,1650,4.2,18,12,1,62,86,21.9,2,2014
Browns,500,2265,4.5,13,16,0,38T,126,25.2,6,2014
Bengals,439,1861,4.2,16,7,2,53,105,23.9,7,2014
Bears,421,1803,4.3,12,10,3,48,78,18.5,5,2014
Panthers,397,1792,4.5,14,10,5,89T,91,22.9,6,2014
Bills,414,1703,4.1,10,10,1,47,89,21.5,6,2014
Ravens,390,1412,3.6,8,8,1,67,75,19.2,8,2014
Falcons,450,1894,4.2,21,9,2,55,108,24,5,2014
Redskins,406,1962,4.8,10,11,4,70,103,25.4,13,2015
Buccaneers,466,1606,3.4,12,4,0,21T,104,22.3,9,2015
Seahawks,362,1304,3.6,10,4,1,48T,71,19.6,9,2015
49ers,504,2020,4,20,9,4,71T,128,25.4,4,2015
Chargers,417,2005,4.8,17,21,3,65T,101,24.2,7,2015
Steelers,382,1459,3.8,6,6,1,44,71,18.6,12,2015
Cardinals,373,1460,3.9,9,12,2,52,79,21.2,12,2015
Eagles,478,2153,4.5,10,15,5,84,100,20.9,3,2015
Jets,373,1335,3.6,4,6,1,45,62,16.6,8,2015
Giants,444,1942,4.4,15,12,4,68T,104,23.4,11,2015
Saints,421,2071,4.9,12,17,1,45,103,24.5,15,2015
Patriots,397,1580,4,8,8,1,48T,77,19.4,6,2015
Vikings,411,1748,4.3,7,7,2,72T,94,22.9,6,2015
Dolphins,502,2019,4,13,12,3,53,112,22.3,3,2015
Raiders,406,1678,4.1,12,8,2,80T,94,23.2,2,2015
Rams,453,1820,4,7,15,1,47,98,21.6,9,2015
Chiefs,383,1571,4.1,7,9,1,42,86,22.5,7,2015
Jaguars,464,1709,3.7,15,12,1,87T,102,22,4,2015
Colts,452,1952,4.3,14,16,3,56,89,19.7,10,2015
Texans,388,1597,4.1,10,10,1,85T,79,20.4,5,2015
Titans,462,1797,3.9,11,10,0,32,101,21.9,3,2015
Packers,420,1905,4.5,13,14,4,55,96,22.9,8,2015
Lions,428,1808,4.2,18,14,5,75,96,22.4,7,2015
Broncos,408,1337,3.3,10,5,1,48T,81,19.9,4,2015
Cowboys,461,1934,4.2,16,10,1,50T,113,24.5,2,2015
Browns,458,2055,4.5,11,14,4,54,104,22.7,6,2015
Bengals,344,1477,4.3,8,11,3,69T,74,21.5,4,2015
Bears,433,1934,4.5,9,5,1,44T,103,23.8,6,2015
Panthers,364,1415,3.9,11,10,1,63T,74,20.3,9,2015
Bills,394,1730,4.4,10,9,2,58,87,22.1,4,2015
Ravens,418,1661,4,10,9,1,62,80,19.1,7,2015
Falcons,416,1680,4,20,12,1,44,107,25.7,7,2015
Redskins,423,1916,4.5,19,12,0,35,109,25.8,10,2016
Buccaneers,427,1875,4.4,15,7,1,42,102,23.9,4,2016
Seahawks,441,1487,3.4,16,5,0,34,94,21.3,8,2016
49ers,548,2654,4.8,25,22,7,75T,140,25.5,8,2016
Chargers,410,1567,3.8,20,12,1,40,98,23.9,6,2016
Steelers,369,1600,4.3,15,10,3,67,95,25.7,5,2016
Cardinals,424,1518,3.6,16,6,1,49,90,21.2,11,2016
Eagles,391,1652,4.2,10,14,4,72T,89,22.8,2,2016
Jets,428,1581,3.7,11,12,3,58T,86,20.1,12,2016
Giants,397,1417,3.6,10,5,0,33,82,20.7,5,2016
Saints,396,1626,4.1,19,8,4,75T,91,23,5,2016
Patriots,368,1417,3.9,6,3,1,45,81,22,11,2016
Vikings,404,1711,4.2,9,6,2,69,87,21.5,12,2016
Dolphins,464,2247,4.8,12,18,2,60T,109,23.5,7,2016
Raiders,421,1881,4.5,18,10,5,64,94,22.3,11,2016
Rams,424,1660,3.9,12,13,3,61,91,21.5,3,2016
Chiefs,437,1938,4.4,10,5,2,44,102,23.3,8,2016
Jaguars,446,1703,3.8,17,10,2,75T,93,20.9,7,2016
Colts,409,1926,4.7,12,10,2,57T,93,22.7,4,2016
Texans,397,1595,4,13,8,1,41T,87,21.9,8,2016
Titans,356,1413,4,10,10,3,68T,70,19.7,5,2016
Packers,376,1515,4,11,8,2,75T,80,21.3,1,2016
Lions,389,1701,4.4,8,7,2,67,99,25.4,5,2016
Broncos,482,2085,4.3,15,13,4,70T,101,21,8,2016
Cowboys,340,1336,3.9,9,6,0,36,79,23.2,8,2016
Browns,498,2283,4.6,18,14,3,74T,121,24.3,3,2016
Bengals,412,1812,4.4,12,10,2,60T,95,23.1,4,2016
Bears,445,1950,4.4,18,12,3,61T,99,22.2,3,2016
Panthers,376,1465,3.9,11,7,3,75T,90,23.9,5,2016
Bills,468,2130,4.6,21,14,3,57,122,26.1,10,2016
Ravens,384,1430,3.7,10,4,1,85T,74,19.3,10,2016
Falcons,370,1672,4.5,15,12,1,55T,95,25.7,6,2016
