Team,Att,Cmp,Cmp %,Yds/Att,Pass Yds,TD,INT,Rate,1st,1st%,Sck,SckY,Year,Att_Rush,Rush Yds,YPC,Rush_TD,Rush 1st,Rush 1st%,Rush FUM,Yds/Rec,Rec_TD,Rec FUM,Scrm Plys,3rd_Conv%,4th Conv%,W,L,T,Win pct
Chargers,662,401,60.6,7.4,4928,25,21,82.9,0,0.0,36,285,1984,456,1654,3.6,18,0,0.0,0,12.3,25,0,1154,,,7,9,0,0.4375
Steelers,443,240,54.2,7.9,3519,25,25,75.6,0,0.0,35,278,1984,574,2179,3.8,13,0,0.0,0,14.7,25,0,1052,,,9,7,0,0.5625
Cardinals,566,347,61.3,8.2,4634,28,16,92.0,0,0.0,49,377,1984,488,2088,4.3,21,0,0.0,0,13.4,28,0,1103,,,9,7,0,0.5625
Eagles,606,331,54.6,6.3,3823,19,17,72.6,0,0.0,60,463,1984,381,1338,3.5,6,0,0.0,0,11.5,19,0,1047,,,6,9,1,0.40625
Jets,488,272,55.7,6.8,3341,20,21,72.8,0,0.0,52,382,1984,504,2189,4.3,17,0,0.0,0,12.3,20,0,1044,,,7,9,0,0.4375
Giants,535,288,53.8,7.6,4066,22,18,78.3,0,0.0,55,434,1984,493,1660,3.4,12,0,0.0,0,14.1,22,0,1083,,,9,7,0,0.5625
Saints,476,246,51.7,6.7,3198,21,28,63.3,0,0.0,45,361,1984,523,2171,4.2,9,0,0.0,0,13.0,21,0,1044,,,7,9,0,0.4375
Patriots,500,292,58.4,7.4,3685,26,14,87.1,0,0.0,66,454,1984,482,2032,4.2,15,0,0.0,0,12.6,26,0,1048,,,9,7,0,0.5625
Vikings,533,281,52.7,6.3,3337,18,25,63.8,0,0.0,64,465,1984,444,1844,4.2,10,0,0.0,0,11.9,18,0,1041,,,3,13,0,0.1875
Dolphins,572,367,64.2,9.0,5146,49,18,108.5,0,0.0,14,128,1984,484,1918,4.0,18,0,0.0,0,14.0,49,0,1070,,,14,2,0,0.875
Raiders,491,266,54.2,7.6,3718,21,28,69.3,0,0.0,54,360,1984,516,1886,3.7,19,0,0.0,0,14.0,21,0,1061,,,11,5,0,0.6875
Rams,358,176,49.2,6.7,2382,16,17,65.9,0,0.0,32,240,1984,541,2864,5.3,16,0,0.0,0,13.5,16,0,931,,,10,6,0,0.625
Chiefs,593,305,51.4,6.5,3869,21,22,68.5,0,0.0,33,301,1984,408,1527,3.7,12,0,0.0,0,12.7,21,0,1034,,,8,8,0,0.5
Colts,411,206,50.1,6.2,2543,13,22,57.9,0,0.0,58,436,1984,510,2025,4.0,13,0,0.0,0,12.3,13,0,979,,,4,12,0,0.25
Oilers,487,282,57.9,7.4,3610,14,15,78.0,0,0.0,49,382,1984,433,1656,3.8,13,0,0.0,0,12.8,14,0,969,,,3,13,0,0.1875
Packers,506,281,55.5,7.4,3740,30,30,74.2,0,0.0,42,310,1984,461,2019,4.4,18,0,0.0,0,13.3,30,0,1009,,,8,8,0,0.5
Lions,531,298,56.1,7.1,3787,19,22,73.2,0,0.0,61,486,1984,446,2017,4.5,13,0,0.0,0,12.7,19,0,1038,,,4,11,1,0.28125
Broncos,475,263,55.4,6.6,3116,22,17,76.1,0,0.0,35,257,1984,508,2076,4.1,12,0,0.0,0,11.8,22,0,1018,,,13,3,0,0.8125
Cowboys,604,322,53.3,6.6,3995,19,26,66.6,0,0.0,48,389,1984,469,1714,3.7,12,0,0.0,0,12.4,19,0,1121,,,9,7,0,0.5625
Browns,495,273,55.2,7.1,3490,14,23,67.5,0,0.0,55,358,1984,489,1696,3.5,10,0,0.0,0,12.8,14,0,1039,,,5,11,0,0.3125
Bengals,496,306,61.7,7.4,3659,17,22,77.2,0,0.0,45,358,1984,540,2179,4.0,18,0,0.0,0,12.0,17,0,1081,,,8,8,0,0.5
Bears,390,226,57.9,6.9,2695,14,15,75.1,0,0.0,36,232,1984,674,2974,4.4,22,0,0.0,0,11.9,14,0,1100,,,10,6,0,0.625
Bills,588,298,50.7,5.5,3252,18,30,56.3,0,0.0,60,554,1984,398,1643,4.1,9,0,0.0,0,10.9,18,0,1046,,,2,14,0,0.125
