Team,Att,Cmp,Cmp %,Yds/Att,Yds,TD,INT,Rate,1st,1st%,Sck,Year,Att_Rush,Rush Yds,YPC,Rush_TD,Rush 1st,Rush 1st%,Yds/Rec,Rec_TD,Rec FUM,PDef,Scrm Plys,3rd_Conv%,4th Conv%,FF,FR,W,L,T,Win pct
Bills,337,163,48.4,7.3,2265,18,19,67.3,0,0.0,28,1976,533,2465,4.6,19,0,0.0,15.2,18,0,0,898,,,0,0,2,12,0,0.14285714285714285
Falcons,340,184,54.1,6.7,2001,14,18,66.7,0,0.0,35,1976,574,2577,4.5,22,0,0.0,12.4,14,0,0,949,,,0,0,4,10,0,0.2857142857142857
Redskins,380,167,43.9,6.4,2071,12,21,52.9,0,0.0,45,1977,537,2039,3.8,8,0,0.0,14.6,12,0,0,962,,,0,0,9,5,0,0.6428571428571429
Buccaneers,338,191,56.5,6.4,1903,10,23,57.2,0,0.0,30,1977,581,2031,3.5,13,0,0.0,11.3,10,0,0,949,,,0,0,2,12,0,0.14285714285714285
Seahawks,349,199,57.0,7.1,2333,19,25,67.3,0,0.0,18,1977,596,2485,4.2,21,0,0.0,12.4,19,0,0,963,,,0,0,5,9,0,0.35714285714285715
49ers,270,139,51.5,7.2,1588,14,8,80.0,0,0.0,42,1977,551,1869,3.4,16,0,0.0,14.0,14,0,0,863,,,0,0,5,9,0,0.35714285714285715
Chargers,330,172,52.1,6.3,1725,14,21,59.5,0,0.0,44,1977,508,1927,3.8,11,0,0.0,12.1,14,0,0,882,,,0,0,7,7,0,0.5
Steelers,357,157,44.0,6.3,1969,16,31,43.8,0,0.0,32,1977,493,1723,3.5,9,0,0.0,14.4,16,0,0,882,,,0,0,9,5,0,0.6428571428571429
Cardinals,375,198,52.8,6.6,2267,22,19,72.0,0,0.0,25,1977,514,2237,4.4,11,0,0.0,12.5,22,0,0,914,,,0,0,7,7,0,0.5
Eagles,358,183,51.1,6.1,1876,14,21,58.8,0,0.0,47,1977,521,1917,3.7,10,0,0.0,12.0,14,0,0,926,,,0,0,5,9,0,0.35714285714285715
Jets,377,215,57.0,6.9,2403,23,11,86.4,0,0.0,26,1977,575,2245,3.9,14,0,0.0,12.0,23,0,0,978,,,0,0,3,11,0,0.21428571428571427
Giants,328,185,56.4,7.3,2097,12,12,76.5,0,0.0,37,1977,519,1773,3.4,16,0,0.0,13.0,12,0,0,884,,,0,0,5,9,0,0.35714285714285715
Saints,290,154,53.1,7.3,1893,15,10,79.8,0,0.0,27,1977,623,2729,4.4,21,0,0.0,13.8,15,0,0,940,,,0,0,3,11,0,0.21428571428571427
Patriots,356,188,52.8,7.0,2033,16,19,68.1,0,0.0,58,1977,452,1605,3.6,8,0,0.0,13.3,16,0,0,866,,,0,0,9,5,0,0.6428571428571429
Vikings,312,149,47.8,5.9,1581,15,16,61.0,0,0.0,30,1977,548,2218,4.0,11,0,0.0,12.3,15,0,0,890,,,0,0,9,5,0,0.6428571428571429
Dolphins,414,226,54.6,5.8,2233,10,15,64.6,0,0.0,20,1977,467,1749,3.7,12,0,0.0,10.6,10,0,0,901,,,0,0,10,4,0,0.7142857142857143
Raiders,367,177,48.2,6.8,2222,17,26,56.6,0,0.0,35,1977,408,1754,4.3,7,0,0.0,14.1,17,0,0,810,,,0,0,11,3,0,0.7857142857142857
Rams,370,180,48.6,6.0,1877,11,25,49.6,0,0.0,36,1977,462,1698,3.7,7,0,0.0,12.4,11,0,0,868,,,0,0,10,4,0,0.7142857142857143
Chiefs,333,175,52.6,6.7,2022,15,21,62.7,0,0.0,25,1977,634,2971,4.7,23,0,0.0,12.8,15,0,0,992,,,0,0,2,12,0,0.14285714285714285
Colts,382,181,47.4,6.7,2190,10,30,45.4,0,0.0,47,1977,423,1798,4.3,11,0,0.0,14.1,10,0,0,852,,,0,0,10,4,0,0.7142857142857143
Oilers,379,192,50.7,6.4,2142,12,26,53.0,0,0.0,32,1977,522,1815,3.5,11,0,0.0,12.7,12,0,0,933,,,0,0,8,6,0,0.5714285714285714
Packers,319,186,58.3,6.4,1719,10,13,70.8,0,0.0,37,1977,582,2314,4.0,16,0,0.0,11.0,10,0,0,938,,,0,0,4,10,0,0.2857142857142857
Lions,302,161,53.3,7.0,1867,14,19,65.0,0,0.0,32,1977,521,1905,3.7,13,0,0.0,13.2,14,0,0,855,,,0,0,6,8,0,0.42857142857142855
Broncos,426,235,55.2,6.0,2244,11,25,57.2,0,0.0,35,1977,470,1531,3.3,5,0,0.0,10.9,11,0,0,931,,,0,0,12,2,0,0.8571428571428571
Cowboys,370,154,41.6,5.4,1562,14,21,48.2,0,0.0,53,1977,457,1651,3.6,9,0,0.0,12.9,14,0,0,880,,,0,0,12,2,0,0.8571428571428571
Browns,340,184,54.1,6.8,2017,15,23,61.9,0,0.0,31,1977,524,2098,4.0,14,0,0.0,12.5,15,0,0,895,,,0,0,6,8,0,0.42857142857142855
Bengals,351,196,55.8,7.0,2227,14,16,72.0,0,0.0,25,1977,525,1897,3.6,15,0,0.0,12.5,14,0,0,901,,,0,0,8,6,0,0.5714285714285714
Bears,377,182,48.3,6.2,2127,7,18,54.4,0,0.0,27,1977,544,2158,4.0,14,0,0.0,12.8,7,0,0,948,,,0,0,9,5,0,0.6428571428571429
Bills,316,155,49.1,7.0,2048,17,21,62.4,0,0.0,17,1977,589,2405,4.1,21,0,0.0,14.3,17,0,0,922,,,0,0,3,11,0,0.21428571428571427
Falcons,320,141,44.1,5.5,1384,9,26,37.4,0,0.0,42,1977,504,1858,3.7,5,0,0.0,12.6,9,0,0,866,,,0,0,7,7,0,0.5
Redskins,409,197,48.2,6.6,2378,11,22,56.3,0,0.0,35,1978,625,2536,4.1,15,0,0.0,13.7,11,0,0,1069,,,0,0,8,8,0,0.5
Buccaneers,419,241,57.5,6.1,2279,13,29,56.7,0,0.0,33,1978,595,2049,3.4,12,0,0.0,10.5,13,0,0,1047,,,0,0,5,11,0,0.3125
Seahawks,460,263,57.2,7.0,3005,21,22,74.2,0,0.0,25,1978,551,2513,4.6,20,0,0.0,12.3,21,0,0,1036,,,0,0,9,7,0,0.5625
49ers,413,219,53.0,7.1,2659,20,18,74.0,0,0.0,35,1978,649,2365,3.6,17,0,0.0,13.5,20,0,0,1097,,,0,0,2,14,0,0.125
Chargers,441,237,53.7,6.4,2351,23,22,70.2,0,0.0,54,1978,510,2208,4.3,12,0,0.0,11.9,23,0,0,1005,,,0,0,9,7,0,0.5625
Steelers,442,221,50.0,6.2,2394,10,27,51.8,0,0.0,44,1978,513,1774,3.5,11,0,0.0,12.5,10,0,0,999,,,0,0,14,2,0,0.875
Cardinals,428,212,49.5,6.2,2351,19,26,58.6,0,0.0,37,1978,588,2396,4.1,15,0,0.0,12.5,19,0,0,1053,,,0,0,6,10,0,0.375
Eagles,443,228,51.5,6.7,2773,17,28,59.5,0,0.0,29,1978,505,1862,3.7,11,0,0.0,13.1,17,0,0,977,,,0,0,9,7,0,0.5625
Jets,447,260,58.2,6.8,2823,21,23,73.2,0,0.0,22,1978,600,2701,4.5,20,0,0.0,11.7,21,0,0,1069,,,0,0,8,8,0,0.5
Giants,443,210,47.4,6.0,2386,10,21,54.2,0,0.0,29,1978,640,2656,4.2,25,0,0.0,12.6,10,0,0,1112,,,0,0,6,10,0,0.375
Saints,418,215,51.4,6.5,2464,21,21,67.7,0,0.0,33,1978,574,2420,4.2,9,0,0.0,12.6,21,0,0,1025,,,0,0,7,9,0,0.4375
Patriots,425,235,55.3,7.2,2763,21,22,73.1,0,0.0,35,1978,511,1852,3.6,14,0,0.0,13.0,21,0,0,971,,,0,0,11,5,0,0.6875
Vikings,442,240,54.3,6.6,2690,15,22,65.4,0,0.0,33,1978,559,2116,3.8,20,0,0.0,12.2,15,0,0,1034,,,0,0,8,7,1,0.53125
Dolphins,437,256,58.6,7.4,2908,15,32,62.8,0,0.0,41,1978,543,2261,4.2,15,0,0.0,12.7,15,0,0,1021,,,0,0,11,5,0,0.6875
Raiders,448,234,52.2,6.5,2711,17,28,59.3,0,0.0,29,1978,583,2183,3.7,15,0,0.0,12.5,17,0,0,1060,,,0,0,9,7,0,0.5625
Rams,399,188,47.1,6.1,2048,15,28,50.2,0,0.0,47,1978,505,1845,3.7,11,0,0.0,13.0,15,0,0,951,,,0,0,12,4,0,0.75
Chiefs,365,219,60.0,7.7,2582,17,21,75.8,0,0.0,29,1978,602,2384,4.0,21,0,0.0,12.9,17,0,0,996,,,0,0,4,12,0,0.25
Colts,357,191,53.5,8.8,2901,29,17,90.4,0,0.0,30,1978,662,3010,4.5,21,0,0.0,16.4,29,0,0,1049,,,0,0,5,11,0,0.3125
Oilers,428,240,56.1,7.3,2842,17,17,75.9,0,0.0,37,1978,556,2072,3.7,14,0,0.0,13.0,17,0,0,1021,,,0,0,10,6,0,0.625
Packers,463,254,54.9,6.3,2524,16,27,61.2,0,0.0,48,1978,620,2439,3.9,19,0,0.0,11.5,16,0,0,1131,,,0,0,8,7,1,0.53125
Lions,350,191,54.6,7.9,2299,19,22,72.6,0,0.0,55,1978,565,2184,3.9,18,0,0.0,14.6,19,0,0,970,,,0,0,7,9,0,0.4375
Broncos,438,246,56.2,6.2,2470,9,31,52.0,0,0.0,30,1978,549,1979,3.6,12,0,0.0,11.0,9,0,0,1017,,,0,0,10,6,0,0.625
Cowboys,432,202,46.8,6.3,2288,11,23,53.7,0,0.0,58,1978,477,1721,3.6,13,0,0.0,13.5,11,0,0,967,,,0,0,12,4,0,0.75
Browns,489,265,54.2,7.0,3203,20,27,67.1,0,0.0,31,1978,563,2149,3.8,19,0,0.0,13.0,20,0,0,1083,,,0,0,8,8,0,0.5
Bengals,396,193,48.7,6.4,2236,14,20,60.0,0,0.0,33,1978,607,2396,3.9,16,0,0.0,13.1,14,0,0,1036,,,0,0,4,12,0,0.25
Bears,436,239,54.8,6.6,2506,16,17,71.1,0,0.0,40,1978,568,2174,3.8,15,0,0.0,12.0,16,0,0,1044,,,0,0,7,9,0,0.4375
Bills,317,167,52.7,6.8,1960,20,14,77.0,0,0.0,22,1978,677,3228,4.8,23,0,0.0,12.9,20,0,0,1016,,,0,0,5,11,0,0.3125
Falcons,444,215,48.4,6.3,2364,11,12,65.6,0,0.0,47,1978,578,2067,3.6,21,0,0.0,13.0,11,0,0,1069,,,0,0,9,7,0,0.5625
Redskins,470,234,49.8,7.1,2992,18,26,62.9,0,0.0,47,1979,541,2154,4.0,21,0,0.0,14.3,18,0,0,1058,,,0,0,10,6,0,0.625
Buccaneers,436,250,57.3,5.5,2076,14,14,70.2,0,0.0,40,1979,539,1873,3.5,13,0,0.0,9.6,14,0,0,1015,,,0,0,10,6,0,0.625
Seahawks,508,317,62.4,7.4,3459,21,17,84.6,0,0.0,37,1979,533,2375,4.5,23,0,0.0,11.8,21,0,0,1078,,,0,0,9,7,0,0.5625
49ers,441,262,59.4,7.7,3180,25,15,88.5,0,0.0,29,1979,544,2213,4.1,24,0,0.0,13.0,25,0,0,1014,,,0,0,2,14,0,0.125
Chargers,472,261,55.3,6.1,2549,11,28,56.6,0,0.0,42,1979,475,1907,4.0,19,0,0.0,11.0,11,0,0,989,,,0,0,12,4,0,0.75
Steelers,480,226,47.1,6.1,2561,19,27,56.4,0,0.0,49,1979,506,1709,3.4,9,0,0.0,12.9,19,0,0,1035,,,0,0,12,4,0,0.75
Cardinals,478,258,54.0,6.4,2873,22,18,73.4,0,0.0,28,1979,567,2204,3.9,18,0,0.0,11.9,22,0,0,1073,,,0,0,5,11,0,0.3125
Eagles,459,243,52.9,6.1,2474,18,22,64.7,0,0.0,45,1979,515,2271,4.4,16,0,0.0,11.5,18,0,0,1019,,,0,0,11,5,0,0.6875
Jets,570,339,59.5,7.5,4115,31,21,85.8,0,0.0,22,1979,502,1706,3.4,13,0,0.0,12.6,31,0,0,1094,,,0,0,8,8,0,0.5
Giants,463,253,54.6,6.8,2926,22,21,72.9,0,0.0,32,1979,618,2452,4.0,14,0,0.0,12.5,22,0,0,1113,,,0,0,6,10,0,0.375
Saints,488,265,54.3,7.1,3066,24,26,71.0,0,0.0,46,1979,521,2469,4.7,22,0,0.0,13.0,24,0,0,1055,,,0,0,8,8,0,0.5
Patriots,467,246,52.7,6.6,2553,13,20,64.8,0,0.0,57,1979,495,1770,3.6,22,0,0.0,12.5,13,0,0,1019,,,0,0,9,7,0,0.5625
Vikings,424,229,54.0,7.0,2697,14,22,65.6,0,0.0,30,1979,583,2526,4.3,24,0,0.0,12.9,14,0,0,1037,,,0,0,7,9,0,0.4375
Dolphins,418,230,55.0,7.3,2737,17,23,69.0,0,0.0,36,1979,484,1702,3.5,9,0,0.0,13.3,17,0,0,938,,,0,0,10,6,0,0.625
Raiders,471,247,52.4,7.1,3112,21,24,69.2,0,0.0,33,1979,534,2374,4.4,17,0,0.0,13.6,21,0,0,1038,,,0,0,9,7,0,0.5625
Rams,454,220,48.5,6.6,2556,24,25,64.7,0,0.0,52,1979,548,1997,3.6,13,0,0.0,13.7,24,0,0,1054,,,0,0,9,7,0,0.5625
Chiefs,528,296,56.1,6.4,3124,22,23,71.4,0,0.0,38,1979,522,1847,3.5,8,0,0.0,11.5,22,0,0,1088,,,0,0,7,9,0,0.4375
Colts,411,203,49.4,7.5,2768,23,23,69.8,0,0.0,39,1979,559,2306,4.1,15,0,0.0,15.2,23,0,0,1009,,,0,0,5,11,0,0.3125
Oilers,465,242,52.0,6.9,2765,18,34,56.4,0,0.0,51,1979,522,2225,4.3,19,0,0.0,13.2,18,0,0,1038,,,0,0,11,5,0,0.6875
Packers,440,249,56.6,6.9,2762,21,18,76.9,0,0.0,35,1979,639,2885,4.5,14,0,0.0,12.2,21,0,0,1114,,,0,0,5,11,0,0.3125
Lions,402,220,54.7,6.9,2442,15,14,74.5,0,0.0,45,1979,638,2515,3.9,22,0,0.0,12.7,15,0,0,1085,,,0,0,2,14,0,0.125
Broncos,512,296,57.8,6.5,3159,11,19,69.0,0,0.0,19,1979,502,1693,3.4,16,0,0.0,11.2,11,0,0,1033,,,0,0,10,6,0,0.625
Cowboys,435,207,47.6,6.5,2471,21,13,72.5,0,0.0,43,1979,500,2115,4.2,15,0,0.0,13.7,21,0,0,978,,,0,0,11,5,0,0.6875
Browns,468,271,57.9,7.0,3046,14,16,75.3,0,0.0,31,1979,577,2604,4.5,25,0,0.0,12.1,14,0,0,1076,,,0,0,9,7,0,0.5625
Bengals,492,275,55.9,7.9,3692,27,20,83.1,0,0.0,32,1979,528,2219,4.2,22,0,0.0,14.2,27,0,0,1052,,,0,0,4,12,0,0.25
Bears,458,222,48.5,6.3,2528,21,29,57.8,0,0.0,47,1979,519,1978,3.8,9,0,0.0,13.1,21,0,0,1024,,,0,0,10,6,0,0.625
Bills,382,193,50.5,7.1,2530,14,24,59.8,0,0.0,23,1979,617,2481,4.0,18,0,0.0,14.1,14,0,0,1022,,,0,0,7,9,0,0.4375
Falcons,487,268,55.0,7.8,3596,17,15,79.2,0,0.0,29,1979,555,2163,3.9,27,0,0.0,14.2,17,0,0,1071,,,0,0,6,10,0,0.375
Redskins,392,187,47.7,6.4,2171,17,33,47.8,0,0.0,43,1980,585,2524,4.3,16,0,0.0,13.4,17,0,0,1020,,,0,0,6,10,0,0.375
Buccaneers,516,328,63.6,6.7,3304,17,15,82.0,0,0.0,24,1980,548,2101,3.8,20,0,0.0,10.6,17,0,0,1088,,,0,0,5,10,1,0.34375
Seahawks,462,267,57.8,7.1,3110,28,23,79.3,0,0.0,26,1980,550,2067,3.8,17,0,0.0,12.3,28,0,0,1038,,,0,0,4,12,0,0.25
49ers,495,327,66.1,8.0,3751,29,17,95.7,0,0.0,31,1980,556,2218,4.0,20,0,0.0,12.1,29,0,0,1082,,,0,0,6,10,0,0.375
Chargers,519,300,57.8,6.4,2849,18,20,72.4,0,0.0,60,1980,478,1842,3.9,18,0,0.0,11.1,18,0,0,1057,,,0,0,11,5,0,0.6875
Steelers,532,280,52.6,6.6,3372,25,26,68.8,0,0.0,18,1980,486,1762,3.6,9,0,0.0,12.6,25,0,0,1036,,,0,0,9,7,0,0.5625
Cardinals,531,287,54.0,6.8,3325,23,20,74.2,0,0.0,38,1980,547,2059,3.8,17,0,0.0,12.6,23,0,0,1116,,,0,0,5,11,0,0.3125
Eagles,543,265,48.8,5.9,2825,16,25,57.8,0,0.0,44,1980,445,1618,3.6,8,0,0.0,12.0,16,0,0,1032,,,0,0,12,4,0,0.75
Jets,544,337,61.9,7.2,3664,27,23,82.5,0,0.0,28,1980,508,1951,3.8,20,0,0.0,11.6,27,0,0,1080,,,0,0,4,12,0,0.25
Giants,448,255,56.9,7.7,3245,22,18,81.4,0,0.0,28,1980,584,2507,4.3,31,0,0.0,13.6,22,0,0,1060,,,0,0,4,12,0,0.25
Saints,445,255,57.3,7.5,3112,31,12,93.1,0,0.0,27,1980,630,3106,4.9,28,0,0.0,13.1,31,0,0,1102,,,0,0,1,15,0,0.0625
Patriots,458,266,58.1,7.1,2886,28,24,78.4,0,0.0,44,1980,482,1876,3.9,12,0,0.0,12.2,28,0,0,984,,,0,0,10,6,0,0.625
Vikings,499,283,56.7,7.3,3400,24,24,75.8,0,0.0,30,1980,531,2456,4.6,15,0,0.0,12.9,24,0,0,1060,,,0,0,9,7,0,0.5625
Dolphins,505,290,57.4,6.8,3206,21,28,69.1,0,0.0,27,1980,530,2018,3.8,13,0,0.0,11.9,21,0,0,1062,,,0,0,8,8,0,0.5
Raiders,524,296,56.5,7.1,3312,17,35,61.8,0,0.0,54,1980,501,1726,3.4,19,0,0.0,12.6,17,0,0,1079,,,0,0,11,5,0,0.6875
Rams,510,245,48.0,6.1,2601,23,25,62.0,0,0.0,56,1980,445,1945,4.4,13,0,0.0,12.6,23,0,0,1011,,,0,0,11,5,0,0.6875
Chiefs,523,278,53.2,6.5,3109,25,28,67.0,0,0.0,37,1980,536,2206,4.1,17,0,0.0,12.2,25,0,0,1096,,,0,0,8,8,0,0.5
Colts,476,260,54.6,7.5,3336,21,17,78.7,0,0.0,30,1980,574,2210,3.9,20,0,0.0,13.8,21,0,0,1080,,,0,0,7,9,0,0.4375
Oilers,454,246,54.2,6.7,2801,16,26,63.1,0,0.0,34,1980,444,1811,4.1,8,0,0.0,12.4,16,0,0,932,,,0,0,11,5,0,0.6875
Packers,460,259,56.3,7.9,3383,19,13,83.8,0,0.0,34,1980,565,2399,4.2,19,0,0.0,14.0,19,0,0,1059,,,0,0,5,10,1,0.34375
Lions,462,256,55.4,7.0,2934,14,23,66.8,0,0.0,44,1980,449,1599,3.6,9,0,0.0,12.6,14,0,0,955,,,0,0,9,7,0,0.5625
Broncos,448,270,60.3,7.7,3125,20,16,84.4,0,0.0,39,1980,554,2120,3.8,10,0,0.0,12.8,20,0,0,1041,,,0,0,8,8,0,0.5
Cowboys,484,231,47.7,7.4,3210,21,27,63.8,0,0.0,43,1980,469,2069,4.4,15,0,0.0,15.4,21,0,0,996,,,0,0,12,4,0,0.75
Browns,536,336,62.7,7.6,3865,23,22,83.3,0,0.0,32,1980,485,1761,3.6,12,0,0.0,12.2,23,0,0,1053,,,0,0,11,5,0,0.6875
Bengals,491,284,57.8,7.0,3124,22,20,77.3,0,0.0,35,1980,469,1680,3.6,13,0,0.0,12.1,22,0,0,995,,,0,0,6,10,0,0.375
Bears,451,238,52.8,7.3,2892,20,17,75.4,0,0.0,46,1980,506,2015,4.0,10,0,0.0,13.7,20,0,0,1003,,,0,0,7,9,0,0.4375
Bills,433,240,55.4,5.9,2282,15,24,61.4,0,0.0,33,1980,486,1819,3.7,14,0,0.0,10.7,15,0,0,952,,,0,0,11,5,0,0.6875
Falcons,564,333,59.0,7.1,3594,24,26,75.7,0,0.0,46,1980,441,1670,3.8,8,0,0.0,12.0,24,0,0,1051,,,0,0,12,4,0,0.75
Redskins,452,214,47.3,7.3,3045,21,24,65.4,0,0.0,32,1981,532,2161,4.1,17,0,0.0,15.5,21,0,0,1016,,,0,0,8,8,0,0.5
Buccaneers,541,317,58.6,6.1,3140,10,32,57.8,0,0.0,23,1981,551,2172,3.9,16,0,0.0,10.4,10,0,0,1115,,,0,0,9,7,0,0.5625
Seahawks,502,294,58.6,6.8,3134,25,21,78.2,0,0.0,36,1981,588,2806,4.8,20,0,0.0,11.5,25,0,0,1126,,,0,0,6,10,0,0.375
49ers,514,273,53.1,6.1,2845,16,27,60.2,0,0.0,36,1981,464,1918,4.1,10,0,0.0,11.5,16,0,0,1014,,,0,0,13,3,0,0.8125
Chargers,571,313,54.8,8.2,4311,22,23,78.1,0,0.0,47,1981,491,1825,3.7,25,0,0.0,15.0,22,0,0,1109,,,0,0,10,6,0,0.625
Steelers,544,302,55.5,7.6,3783,22,30,70.3,0,0.0,40,1981,500,1869,3.7,10,0,0.0,13.6,22,0,0,1084,,,0,0,8,8,0,0.5
Cardinals,495,282,57.0,7.2,3295,29,21,81.3,0,0.0,32,1981,509,2428,4.8,20,0,0.0,12.6,29,0,0,1036,,,0,0,7,9,0,0.4375
Eagles,507,248,48.9,6.0,2696,12,26,54.4,0,0.0,40,1981,476,1751,3.7,11,0,0.0,12.3,12,0,0,1023,,,0,0,10,6,0,0.625
Jets,505,275,54.5,7.0,3004,15,21,69.1,0,0.0,66,1981,465,1867,4.0,19,0,0.0,12.8,15,0,0,1036,,,0,0,10,5,1,0.65625
Giants,544,294,54.0,6.1,2934,14,17,68.1,0,0.0,44,1981,553,1891,3.4,10,0,0.0,11.3,14,0,0,1141,,,0,0,9,7,0,0.5625
Saints,471,287,60.9,7.6,3337,26,17,87.9,0,0.0,27,1981,504,1916,3.8,17,0,0.0,12.5,26,0,0,1002,,,0,0,4,12,0,0.25
Patriots,439,243,55.4,7.0,2877,18,16,75.7,0,0.0,20,1981,644,2950,4.6,20,0,0.0,12.6,18,0,0,1103,,,0,0,2,14,0,0.125
Vikings,481,265,55.1,7.5,3328,26,16,83.3,0,0.0,33,1981,540,2045,3.8,15,0,0.0,13.6,26,0,0,1054,,,0,0,7,9,0,0.4375
Dolphins,509,297,58.3,7.2,3331,23,18,80.9,0,0.0,38,1981,492,2032,4.1,10,0,0.0,12.3,23,0,0,1039,,,0,0,11,4,1,0.71875
Raiders,537,289,53.8,7.5,3641,24,13,82.9,0,0.0,52,1981,524,1832,3.5,15,0,0.0,13.9,24,0,0,1113,,,0,0,7,9,0,0.4375
Rams,439,204,46.5,7.0,2727,17,17,66.6,0,0.0,43,1981,585,2397,4.1,19,0,0.0,15.0,17,0,0,1067,,,0,0,6,10,0,0.375
Chiefs,567,291,51.3,6.7,3626,16,26,63.2,0,0.0,27,1981,507,1747,3.4,17,0,0.0,13.1,16,0,0,1101,,,0,0,9,7,0,0.5625
Colts,491,301,61.3,8.6,4128,37,16,100.6,0,0.0,13,1981,607,2665,4.4,30,0,0.0,14.0,37,0,0,1111,,,0,0,2,14,0,0.125
Oilers,502,295,58.8,7.1,3315,22,18,80.2,0,0.0,33,1981,549,2411,4.4,16,0,0.0,12.0,22,0,0,1084,,,0,0,7,9,0,0.4375
Packers,505,284,56.2,6.6,3087,18,30,63.7,0,0.0,36,1981,546,2098,3.8,21,0,0.0,11.8,18,0,0,1087,,,0,0,8,8,0,0.5
Lions,475,261,54.9,7.6,3223,22,24,73.8,0,0.0,47,1981,469,1623,3.5,14,0,0.0,13.8,22,0,0,991,,,0,0,8,8,0,0.5
Broncos,497,267,53.7,6.4,2873,13,23,62.8,0,0.0,36,1981,467,2005,4.3,17,0,0.0,11.9,13,0,0,1000,,,0,0,10,6,0,0.625
Cowboys,511,236,46.2,7.3,3370,17,37,51.8,0,0.0,42,1981,468,2049,4.4,16,0,0.0,15.8,17,0,0,1021,,,0,0,12,4,0,0.75
Browns,469,275,58.6,7.5,3289,28,15,88.7,0,0.0,29,1981,516,2078,4.0,14,0,0.0,12.8,28,0,0,1014,,,0,0,5,11,0,0.3125
Bengals,548,316,57.7,6.9,3408,24,19,78.9,0,0.0,42,1981,465,1881,4.0,12,0,0.0,11.9,24,0,0,1055,,,0,0,12,4,0,0.75
Bears,525,233,44.4,6.7,3248,23,18,67.4,0,0.0,31,1981,521,2146,4.1,13,0,0.0,15.1,23,0,0,1077,,,0,0,6,10,0,0.375
Bills,474,267,56.3,6.8,2870,21,19,75.6,0,0.0,47,1981,516,2075,4.0,7,0,0.0,12.1,21,0,0,1037,,,0,0,10,6,0,0.625
Falcons,565,322,57.0,7.0,3688,30,25,77.8,0,0.0,29,1981,459,1666,3.6,10,0,0.0,12.2,30,0,0,1053,,,0,0,7,9,0,0.4375
Redskins,275,146,53.1,6.8,1614,8,11,67.7,0,0.0,32,1982,247,946,3.8,8,0,0.0,12.8,8,0,0,554,,,0,0,8,1,0,0.8888888888888888
Buccaneers,254,145,57.1,6.3,1384,10,11,71.1,0,0.0,25,1982,285,1058,3.7,9,0,0.0,11.1,10,0,0,564,,,0,0,5,4,0,0.5555555555555556
Seahawks,246,138,56.1,6.0,1333,4,13,57.1,0,0.0,17,1982,337,1461,4.3,12,0,0.0,10.6,4,0,0,600,,,0,0,4,5,0,0.4444444444444444
49ers,278,158,56.8,7.0,1836,14,9,82.0,0,0.0,15,1982,303,1199,4.0,9,0,0.0,12.3,14,0,0,596,,,0,0,3,6,0,0.3333333333333333
Chargers,342,233,68.1,7.1,2292,10,13,82.5,0,0.0,19,1982,230,961,4.2,10,0,0.0,10.5,10,0,0,591,,,0,0,6,3,0,0.6666666666666666
Steelers,329,176,53.5,7.2,2112,12,17,67.5,0,0.0,34,1982,236,762,3.2,5,0,0.0,13.6,12,0,0,599,,,0,0,6,3,0,0.6666666666666666
Cardinals,291,174,59.8,7.0,1853,16,6,90.8,0,0.0,23,1982,256,995,3.9,5,0,0.0,11.7,16,0,0,570,,,0,0,5,4,0,0.5555555555555556
Eagles,285,168,58.9,7.5,1907,14,15,76.9,0,0.0,30,1982,299,1031,3.4,5,0,0.0,12.7,14,0,0,614,,,0,0,3,6,0,0.3333333333333333
Jets,298,159,53.4,6.1,1646,10,17,59.4,0,0.0,20,1982,269,983,3.7,5,0,0.0,11.4,10,0,0,587,,,0,0,6,3,0,0.6666666666666666
Giants,244,148,60.7,7.4,1566,10,12,76.7,0,0.0,31,1982,301,1118,3.7,7,0,0.0,12.2,10,0,0,576,,,0,0,4,5,0,0.4444444444444444
Saints,245,149,60.8,7.6,1633,11,9,84.1,0,0.0,31,1982,255,974,3.8,8,0,0.0,12.5,11,0,0,531,,,0,0,4,5,0,0.4444444444444444
Patriots,267,142,53.2,6.3,1519,9,12,65.3,0,0.0,20,1982,315,1289,4.1,9,0,0.0,11.9,9,0,0,602,,,0,0,5,4,0,0.5555555555555556
Vikings,292,157,53.8,7.2,1875,11,12,72.4,0,0.0,30,1982,260,1020,3.9,8,0,0.0,13.4,11,0,0,582,,,0,0,5,4,0,0.5555555555555556
Dolphins,226,119,52.7,5.7,1027,7,19,44.9,0,0.0,29,1982,293,1285,4.4,7,0,0.0,10.8,7,0,0,548,,,0,0,7,2,0,0.7777777777777778
Raiders,375,193,51.5,7.0,2288,11,18,63.8,0,0.0,38,1982,234,778,3.3,12,0,0.0,13.6,11,0,0,647,,,0,0,8,1,0,0.8888888888888888
Rams,281,175,62.3,8.1,2131,16,11,90.6,0,0.0,18,1982,307,1202,3.9,13,0,0.0,13.1,16,0,0,606,,,0,0,2,7,0,0.2222222222222222
Chiefs,262,155,59.2,6.8,1667,12,12,76.0,0,0.0,15,1982,280,1065,3.8,7,0,0.0,11.5,12,0,0,557,,,0,0,3,6,0,0.3333333333333333
Colts,246,138,56.1,7.8,1823,18,5,97.3,0,0.0,11,1982,348,1473,4.2,10,0,0.0,13.9,18,0,0,605,,,0,0,0,8,1,0.05555555555555555
